Ship_ID,Vessel_Name,Service,ETA,ATA,Berth,Side to,Next port of call,Ref,Delay,Size,Dwt,GT,Flag,Built,Month,Builder,Owner Group,Alternative_Fuel,SOx_Scrubber,Eco_Engine,Days_Before_ETA_Info
OOCL RAUMA - 40R/40R,oocl rauma,RFS4,2020-10-06 19:00:00,2020-10-06 22:30:00,SCT4,Starboard,"Rotterdam, Netherlands",40R/40R,210.0,"1,425","16,950","17,600",Netherlands,2009.0,11.0,J. J. Sietas,JR Shipping BV,0,0,0,12.0
OOCL RAUMA - 42R/42R,oocl rauma,RFS4,2020-10-20 19:00:00,2020-10-22 01:55:00,SCT4,Starboard,"Rotterdam, Netherlands",42R/42R,1855.0,"1,425","16,950","17,600",Netherlands,2009.0,11.0,J. J. Sietas,JR Shipping BV,0,0,0,16.0
OOCL RAUMA - 44R/44R,oocl rauma,RFS4,2020-11-03 19:00:00,2020-11-06 06:00:00,SCT4,Starboard,"Rotterdam, Netherlands",44R/44R,3540.0,"1,425","16,950","17,600",Netherlands,2009.0,11.0,J. J. Sietas,JR Shipping BV,0,0,0,15.0
OOCL RAUMA - 46R/46R,oocl rauma,RFS4,2020-11-17 19:00:00,2020-11-22 05:04:00,SCT4,Starboard,"Rotterdam, Netherlands",46R/46R,6364.0,"1,425","16,950","17,600",Netherlands,2009.0,11.0,J. J. Sietas,JR Shipping BV,0,0,0,13.0
OOCL RAUMA - 48R/48R,oocl rauma,RFS4,2020-12-01 19:00:00,2020-12-11 03:09:00,SCT4,Starboard,"Rotterdam, Netherlands",48R/48R,13449.0,"1,425","16,950","17,600",Netherlands,2009.0,11.0,J. J. Sietas,JR Shipping BV,0,0,0,17.0
OOCL SEOUL - T13/U13,oocl seoul,ATA,2021-04-24 07:30:00,2021-04-26 03:16:00,SCT3,Starboard,"Antwerpen, Belgium",T13/U13,2626.0,"8,063","99,518","89,097",Hong Kong,2010.0,1.0,Samsung HI,China COSCO Shipping,0,0,Eco – Electronic Engine,14.0
OOCL SEOUL - T23/U23,oocl seoul,ATA,2021-07-16 07:30:00,2021-07-19 18:50:00,SCT3,Starboard,"Antwerpen, Belgium",T23/U23,5000.0,"8,063","99,518","89,097",Hong Kong,2010.0,1.0,Samsung HI,China COSCO Shipping,0,0,Eco – Electronic Engine,11.0
PALENA - O19/O19,palena,AL2,2021-05-10 07:30:00,2021-05-15 18:35:00,SCT2,Starboard,"Rotterdam, Netherlands",O19/O19,7865.0,"6,765","91,110","73,934",Liberia,2006.0,12.0,Hyundai HI (Ulsan),Hapag-Lloyd,0,0,Eco – Electronic Engine,15.0
PALENA - O24/O24,palena,AL2,2021-06-14 07:30:00,2021-07-04 17:45:00,SCT2,Starboard,"Rotterdam, Netherlands",O24/O24,29415.0,"6,765","91,110","73,934",Liberia,2006.0,12.0,Hyundai HI (Ulsan),Hapag-Lloyd,0,0,Eco – Electronic Engine,15.0
PALENA - O32/O32,palena,AL2,2021-08-14 07:30:00,2021-08-14 07:12:00,SCT3,Starboard,"Le Havre, France",O32/O32,-18.0,"6,765","91,110","73,934",Liberia,2006.0,12.0,Hyundai HI (Ulsan),Hapag-Lloyd,0,0,Eco – Electronic Engine,15.0
PHOENIX J - 01N/01N,phoenix j,BGLP3N,2021-01-02 07:01:00,2021-01-16 06:30:00,SCT1,Starboard,"Rotterdam, Netherlands",01N/01N,20129.0,"1,036","13,000","10,350",Antigua & Barbuda,2010.0,9.0,CSC Jiangdong,Jungerhans & Co,0,0,0,13.0
PHOENIX J - 02N/02N,phoenix j,BGLP3N,2021-01-23 07:00:00,2021-01-24 17:30:00,SCT1,Starboard,"Rotterdam, Netherlands",02N/02N,2070.0,"1,036","13,000","10,350",Antigua & Barbuda,2010.0,9.0,CSC Jiangdong,Jungerhans & Co,0,0,0,8.0
PHOENIX J - 03N/03N,phoenix j,BGLP3N,2021-02-03 07:01:00,2021-02-06 16:20:00,SCT1,Starboard,"Rotterdam, Netherlands",03N/03N,4879.0,"1,036","13,000","10,350",Antigua & Barbuda,2010.0,9.0,CSC Jiangdong,Jungerhans & Co,0,0,0,9.0
PHOENIX J - 04N/04N,phoenix j,BGLP3N,2021-02-16 07:30:00,2021-02-20 18:30:00,SCT1,Starboard,"Rotterdam, Netherlands",04N/04N,6420.0,"1,036","13,000","10,350",Antigua & Barbuda,2010.0,9.0,CSC Jiangdong,Jungerhans & Co,0,0,0,11.0
PHOENIX J - 05N/05N,phoenix j,BGLP3N,2021-03-01 07:30:00,2021-02-26 19:50:00,SCT1,Starboard,"Rotterdam, Netherlands",05N/05N,-3580.0,"1,036","13,000","10,350",Antigua & Barbuda,2010.0,9.0,CSC Jiangdong,Jungerhans & Co,0,0,0,9.0
PHOENIX J - 06N/06N,phoenix j,BGLP3N,2021-03-13 07:00:00,2021-03-13 22:28:00,SCT1,Starboard,"Rotterdam, Netherlands",06N/06N,928.0,"1,036","13,000","10,350",Antigua & Barbuda,2010.0,9.0,CSC Jiangdong,Jungerhans & Co,0,0,0,13.0
PHOENIX J - 07N/07N,phoenix j,BGLP3N,2021-03-23 07:30:00,2021-04-06 17:10:00,SCT1,Portside,"Rotterdam, Netherlands",07N/07N,20740.0,"1,036","13,000","10,350",Antigua & Barbuda,2010.0,9.0,CSC Jiangdong,Jungerhans & Co,0,0,0,8.0
PHOENIX J - 08N/08N,phoenix j,BGLP3N,2021-04-08 07:30:00,2021-04-14 00:39:00,SCT1,Starboard,"Rotterdam, Netherlands",08N/08N,8229.0,"1,036","13,000","10,350",Antigua & Barbuda,2010.0,9.0,CSC Jiangdong,Jungerhans & Co,0,0,0,8.0
PHOENIX J - 09N/09N,phoenix j,BGLP3N,2021-04-21 07:00:00,2021-04-26 22:55:00,SCT1,Starboard,"Rotterdam, Netherlands",09N/09N,8155.0,"1,036","13,000","10,350",Antigua & Barbuda,2010.0,9.0,CSC Jiangdong,Jungerhans & Co,0,0,0,6.0
PHOENIX J - 10N/10N,phoenix j,BGLP3N,2021-05-03 07:30:00,2021-05-16 02:26:00,SCT1,Portside,"Rotterdam, Netherlands",10N/10N,18416.0,"1,036","13,000","10,350",Antigua & Barbuda,2010.0,9.0,CSC Jiangdong,Jungerhans & Co,0,0,0,8.0
PHOENIX J - 11N/11N,phoenix j,BGLP3N,2021-05-20 07:30:00,2021-05-22 20:20:00,SCT2,Starboard,"Rotterdam, Netherlands",11N/11N,3650.0,"1,036","13,000","10,350",Antigua & Barbuda,2010.0,9.0,CSC Jiangdong,Jungerhans & Co,0,0,0,5.0
PHOENIX J - 12N/12N,phoenix j,BGLP3N,2021-06-02 07:30:00,2021-06-11 07:15:00,SCT1,Starboard,"Rotterdam, Netherlands",12N/12N,12945.0,"1,036","13,000","10,350",Antigua & Barbuda,2010.0,9.0,CSC Jiangdong,Jungerhans & Co,0,0,0,13.0
PHOENIX J - 13N/13N,phoenix j,BGLP3N,2021-06-15 07:30:00,2021-06-22 09:56:00,SCT1,Starboard,"Rotterdam, Netherlands",13N/13N,10226.0,"1,036","13,000","10,350",Antigua & Barbuda,2010.0,9.0,CSC Jiangdong,Jungerhans & Co,0,0,0,10.0
PHOENIX J - 14N/14N,phoenix j,BGLP3N,2021-06-28 19:30:00,2021-07-17 18:15:00,SCT1,Portside,"Rotterdam, Netherlands",14N/14N,27285.0,"1,036","13,000","10,350",Antigua & Barbuda,2010.0,9.0,CSC Jiangdong,Jungerhans & Co,0,0,0,9.0
PHOENIX J - 16N/16N,phoenix j,BGLP3N,2021-08-01 19:30:00,2021-07-28 13:15:00,SCT3,Starboard,"Rotterdam, Netherlands",16N/16N,-6135.0,"1,036","13,000","10,350",Antigua & Barbuda,2010.0,9.0,CSC Jiangdong,Jungerhans & Co,0,0,0,8.0
PHOENIX J - 17N/17N,phoenix j,BGLP3N,2021-08-08 07:00:00,2021-08-03 08:41:00,SCT4,Starboard,"Rotterdam, Netherlands",17N/17N,-7099.0,"1,036","13,000","10,350",Antigua & Barbuda,2010.0,9.0,CSC Jiangdong,Jungerhans & Co,0,0,0,9.0
PHOENIX J - 18N/18N,phoenix j,BGLP3N,2021-08-17 07:30:00,2021-08-12 17:40:00,SCT4,Starboard,"Rotterdam, Netherlands",18N/18N,-6590.0,"1,036","13,000","10,350",Antigua & Barbuda,2010.0,9.0,CSC Jiangdong,Jungerhans & Co,0,0,0,12.0
PHOENIX J - 21N/21N,phoenix j,BGLP3N,2021-09-17 19:30:00,2021-09-17 20:45:00,SCT4,Starboard,"Rotterdam, Netherlands",21N/21N,75.0,"1,036","13,000","10,350",Antigua & Barbuda,2010.0,9.0,CSC Jiangdong,Jungerhans & Co,0,0,0,13.0
PHOENIX J - 22N/22N,phoenix j,BGLP3N,2021-09-27 07:30:00,2021-09-29 03:00:00,SCT4,Portside,"Rotterdam, Netherlands",22N/22N,2610.0,"1,036","13,000","10,350",Antigua & Barbuda,2010.0,9.0,CSC Jiangdong,Jungerhans & Co,0,0,0,7.0
PHOENIX J - 39N/39N,phoenix j,BGLP3N,2020-10-14 07:00:00,2020-10-17 04:00:00,SCT1,Starboard,"Dunkerque, France",39N/39N,4140.0,"1,036","13,000","10,350",Antigua & Barbuda,2010.0,9.0,CSC Jiangdong,Jungerhans & Co,0,0,0,9.0
PHOENIX J - 40N/40N,phoenix j,BGLP3N,2020-10-28 19:30:00,2020-10-25 17:26:00,SCT1,Starboard,"Dunkerque, France",40N/40N,-4444.0,"1,036","13,000","10,350",Antigua & Barbuda,2010.0,9.0,CSC Jiangdong,Jungerhans & Co,0,0,0,14.0
PHOENIX J - 41N/41N,phoenix j,BGLP3N,2020-11-06 07:30:00,2020-11-06 18:00:00,SCT1,Starboard,"Dunkerque, France",41N/41N,630.0,"1,036","13,000","10,350",Antigua & Barbuda,2010.0,9.0,CSC Jiangdong,Jungerhans & Co,0,0,0,7.0
PHOENIX J - 42N/42N,phoenix j,BGLP3N,2020-11-16 07:30:00,2020-11-17 19:30:00,SCT1,Starboard,"Dunkerque, France",42N/42N,2160.0,"1,036","13,000","10,350",Antigua & Barbuda,2010.0,9.0,CSC Jiangdong,Jungerhans & Co,0,0,0,11.0
PHOENIX J - 43N/43N,phoenix j,BGLP3N,2020-11-27 11:59:00,2020-11-29 09:50:00,SCT1,Starboard,"Cork, Ireland",43N/43N,2751.0,"1,036","13,000","10,350",Antigua & Barbuda,2010.0,9.0,CSC Jiangdong,Jungerhans & Co,0,0,0,12.0
PHOENIX J - 45N/45N,phoenix j,BGLP3N,2020-12-16 07:01:00,2020-12-19 17:45:00,SCT1,Starboard,"Dunkerque, France",45N/45N,4964.0,"1,036","13,000","10,350",Antigua & Barbuda,2010.0,9.0,CSC Jiangdong,Jungerhans & Co,0,0,0,11.0
QUEBEC EXPRESS - V03/W03,quebec express,GEX2,2021-01-26 07:30:00,2021-01-26 15:05:00,SCT3,Starboard,"Antwerpen, Belgium",V03/W03,455.0,"4,043","52,600","42,382",Bermuda,2006.0,5.0,CSBC (Kaohsiung),Hapag-Lloyd,0,0,Eco – Electronic Engine,11.0
QUEBEC EXPRESS - V07/W07,quebec express,GEX2,2021-02-23 07:30:00,2021-02-27 10:33:00,SCT2,Starboard,"Antwerpen, Belgium",V07/W07,5943.0,"4,043","52,600","42,382",Bermuda,2006.0,5.0,CSBC (Kaohsiung),Hapag-Lloyd,0,0,Eco – Electronic Engine,13.0
QUEBEC EXPRESS - V11/W11,quebec express,GEX2,2021-03-24 11:00:00,2021-03-24 22:19:00,SCT3,Starboard,"Antwerpen, Belgium",V11/W11,679.0,"4,043","52,600","42,382",Bermuda,2006.0,5.0,CSBC (Kaohsiung),Hapag-Lloyd,0,0,Eco – Electronic Engine,14.0
QUEBEC EXPRESS - V15/W15,quebec express,GEX2,2021-04-20 07:30:00,2021-04-20 06:24:00,SCT2,Starboard,"Antwerpen, Belgium",V15/W15,-66.0,"4,043","52,600","42,382",Bermuda,2006.0,5.0,CSBC (Kaohsiung),Hapag-Lloyd,0,0,Eco – Electronic Engine,15.0
QUEBEC EXPRESS - V23/W23,quebec express,GEX2,2021-06-22 07:30:00,2021-06-22 07:00:00,SCT2,Starboard,"Antwerpen, Belgium",V23/W23,-30.0,"4,043","52,600","42,382",Bermuda,2006.0,5.0,CSBC (Kaohsiung),Hapag-Lloyd,0,0,Eco – Electronic Engine,12.0
QUEBEC EXPRESS - V25/W25,quebec express,GEX2,2020-07-07 07:00:00,2020-07-07 06:46:00,SCT3,Starboard,"Antwerpen, Belgium",V25/W25,-14.0,"4,043","52,600","42,382",Bermuda,2006.0,5.0,CSBC (Kaohsiung),Hapag-Lloyd,0,0,Eco – Electronic Engine,3.0
QUEBEC EXPRESS - V28/W28,quebec express,GEX2,2021-07-20 07:30:00,2021-07-20 07:30:00,SCT5,Starboard,"Antwerpen, Belgium",V28/W28,0.0,"4,043","52,600","42,382",Bermuda,2006.0,5.0,CSBC (Kaohsiung),Hapag-Lloyd,0,0,Eco – Electronic Engine,15.0
QUEBEC EXPRESS - V29/W29,quebec express,GEX2,2020-08-04 07:00:00,2020-08-04 06:00:00,SCT3,Starboard,"Antwerpen, Belgium",V29/W29,-60.0,"4,043","52,600","42,382",Bermuda,2006.0,5.0,CSBC (Kaohsiung),Hapag-Lloyd,0,0,Eco – Electronic Engine,15.0
QUEBEC EXPRESS - V32/W32,quebec express,GEX2,2021-08-17 07:30:00,2021-08-17 07:32:00,SCT3,Starboard,"Antwerpen, Belgium",V32/W32,2.0,"4,043","52,600","42,382",Bermuda,2006.0,5.0,CSBC (Kaohsiung),Hapag-Lloyd,0,0,Eco – Electronic Engine,12.0
QUEBEC EXPRESS - V45/W45,quebec express,GEX2,2020-11-24 07:00:00,2020-11-26 09:10:00,SCT3,Starboard,"Antwerpen, Belgium",V45/W45,3010.0,"4,043","52,600","42,382",Bermuda,2006.0,5.0,CSBC (Kaohsiung),Hapag-Lloyd,0,0,Eco – Electronic Engine,14.0
QUEBEC EXPRESS - V49/W49,quebec express,GEX2,2020-12-22 07:00:00,2020-12-30 01:00:00,SCT3,Starboard,"Antwerpen, Belgium",V49/W49,11160.0,"4,043","52,600","42,382",Bermuda,2006.0,5.0,CSBC (Kaohsiung),Hapag-Lloyd,0,0,Eco – Electronic Engine,37.0
RAGNA - 20F/20F,ragna,UNIF,2021-05-17 07:30:00,2021-05-17 12:20:00,SCT1,Starboard,"Belfast, United Kingdom",20F/20F,290.0,508,"5,202","3,999",Germany,1998.0,1.0,J. J. Sietas,Jurgen Ohle,0,0,0,2.0
RAGNA - 21F/21F,ragna,UNIF,2021-05-23 19:30:00,2021-05-23 12:45:00,SCT4,Starboard,"Belfast, United Kingdom",21F/21F,-405.0,508,"5,202","3,999",Germany,1998.0,1.0,J. J. Sietas,Jurgen Ohle,0,0,0,4.0
RAGNA - 22F/22F,ragna,UNIF,2021-05-29 22:00:00,2021-06-01 01:30:00,SCT1,Starboard,"Belfast, United Kingdom",22F/22F,3090.0,508,"5,202","3,999",Germany,1998.0,1.0,J. J. Sietas,Jurgen Ohle,0,0,0,10.0
RAGNA - 23F/23F,ragna,UNIF,2021-06-05 07:00:00,2021-06-07 04:53:00,SCT1,Starboard,"Belfast, United Kingdom",23F/23F,2753.0,508,"5,202","3,999",Germany,1998.0,1.0,J. J. Sietas,Jurgen Ohle,0,0,0,6.0
RAGNA - 24F/24F,ragna,UNIF,2021-06-12 19:30:00,2021-06-13 15:00:00,SCT1,Starboard,"Belfast, United Kingdom",24F/24F,1170.0,508,"5,202","3,999",Germany,1998.0,1.0,J. J. Sietas,Jurgen Ohle,0,0,0,8.0
RAGNA - 25F/25F,ragna,UNIF,2021-06-19 19:30:00,2021-06-20 23:45:00,SCT1,Starboard,"Belfast, United Kingdom",25F/25F,1695.0,508,"5,202","3,999",Germany,1998.0,1.0,J. J. Sietas,Jurgen Ohle,0,0,0,15.0
RAGNA - 26F/26F,ragna,UNIF,2021-06-26 19:30:00,2021-06-27 16:30:00,SCT1,Starboard,"Belfast, United Kingdom",26F/26F,1260.0,508,"5,202","3,999",Germany,1998.0,1.0,J. J. Sietas,Jurgen Ohle,0,0,0,17.0
RAGNA - 27F/27F,ragna,UNIF,2021-07-03 22:00:00,2021-07-04 14:11:00,SCT1,Starboard,"Belfast, United Kingdom",27F/27F,971.0,508,"5,202","3,999",Germany,1998.0,1.0,J. J. Sietas,Jurgen Ohle,0,0,0,9.0
RAGNA - 28F/28F,ragna,UNIF,2021-07-10 19:30:00,2021-07-13 08:30:00,SCT4,Starboard,"Belfast, United Kingdom",28F/28F,3660.0,508,"5,202","3,999",Germany,1998.0,1.0,J. J. Sietas,Jurgen Ohle,0,0,0,11.0
RAGNA - 29F/29F,ragna,UNIF,2021-07-17 22:00:00,2021-07-19 16:15:00,SCT4,Starboard,"Belfast, United Kingdom",29F/29F,2535.0,508,"5,202","3,999",Germany,1998.0,1.0,J. J. Sietas,Jurgen Ohle,0,0,0,13.0
RAGNA - 30F/30F,ragna,UNIF,2021-07-24 22:00:00,2021-07-25 16:20:00,SCT4,Starboard,"Belfast, United Kingdom",30F/30F,1100.0,508,"5,202","3,999",Germany,1998.0,1.0,J. J. Sietas,Jurgen Ohle,0,0,0,15.0
RAGNA - 31F/31F,ragna,UNIF,2021-07-31 22:00:00,2021-08-01 21:19:00,SCT4,Starboard,"Belfast, United Kingdom",31F/31F,1399.0,508,"5,202","3,999",Germany,1998.0,1.0,J. J. Sietas,Jurgen Ohle,0,0,0,12.0
RAGNA - 32F/32F,ragna,UNIF,2021-08-07 22:00:00,2021-08-08 23:20:00,SCT4,Starboard,"Belfast, United Kingdom",32F/32F,1520.0,508,"5,202","3,999",Germany,1998.0,1.0,J. J. Sietas,Jurgen Ohle,0,0,0,14.0
RAGNA - 33F/33F,ragna,UNIF,2021-08-14 22:00:00,2021-08-17 06:30:00,SCT4,Starboard,"Belfast, United Kingdom",33F/33F,3390.0,508,"5,202","3,999",Germany,1998.0,1.0,J. J. Sietas,Jurgen Ohle,0,0,0,16.0
RAGNA - 34F/34F,ragna,UNIF,2021-08-25 07:30:00,2021-08-24 13:10:00,SCT4,Starboard,"Belfast, United Kingdom",34F/34F,-1100.0,508,"5,202","3,999",Germany,1998.0,1.0,J. J. Sietas,Jurgen Ohle,0,0,0,5.0
RAGNA - 35F/35F,ragna,UNIF,2021-08-28 22:00:00,2021-09-01 01:20:00,SCT4,Starboard,"Belfast, United Kingdom",35F/35F,4520.0,508,"5,202","3,999",Germany,1998.0,1.0,J. J. Sietas,Jurgen Ohle,0,0,0,4.0
RAGNA - 37F/37F,ragna,UNIF,2021-09-11 22:00:00,2021-09-13 10:10:00,SCT4,Starboard,"Belfast, United Kingdom",37F/37F,2170.0,508,"5,202","3,999",Germany,1998.0,1.0,J. J. Sietas,Jurgen Ohle,0,0,0,7.0
RAGNA - 38F/38F,ragna,UNIF,2021-09-18 22:00:00,2021-09-20 02:55:00,SCT4,Portside,"Belfast, United Kingdom",38F/38F,1735.0,508,"5,202","3,999",Germany,1998.0,1.0,J. J. Sietas,Jurgen Ohle,0,0,0,9.0
RAGNA - 39F/39F,ragna,UNIF,2021-09-25 22:00:00,2021-09-27 13:00:00,SCT4,Starboard,"Belfast, United Kingdom",39F/39F,2340.0,508,"5,202","3,999",Germany,1998.0,1.0,J. J. Sietas,Jurgen Ohle,0,0,0,6.0
REN JIAN 17 - X34/X34,ren jian 17,CULINES,2021-09-24 19:30:00,2021-09-27 04:08:00,SCT2,Starboard,"Rotterdam, Netherlands",X34/X34,3398.0,"4,380","54,327","42,112",Peoples' Republic of China,2009.0,8.0,Daewoo (DSME),Quanzhou Ansheng,0,0,0,10.0
REN JIAN 23 - X32/X32,ren jian 23,CULINES,2021-09-08 07:00:00,2021-09-08 03:30:00,SCT5,Starboard,"Tilbury, United Kingdom",X32/X32,-210.0,"4,275","51,733","40,487",Peoples' Republic of China,2009.0,5.0,Samsung HI,Quanzhou Ansheng,0,0,Eco – Electronic Engine,3.0
ROTTERDAM STAR - O20/O20,rotterdam star,AL2,2021-05-17 07:30:00,2021-05-20 00:57:00,SCT3,Starboard,"Rotterdam, Netherlands",O20/O20,3927.0,"6,494","72,665","71,786",Marshall Islands,2008.0,7.0,Koyo Dock,Chartworld Shipping,0,0,0,12.0
ROTTERDAM STAR - O25/O25,rotterdam star,AL2,2021-06-21 07:30:00,2021-06-26 12:06:00,SCT2,Starboard,"Rotterdam, Netherlands",O25/O25,7476.0,"6,494","72,665","71,786",Marshall Islands,2008.0,7.0,Koyo Dock,Chartworld Shipping,0,0,0,16.0
ROTTERDAM STAR - O30/O30,rotterdam star,AL2,2021-07-31 07:30:00,2021-07-31 13:30:00,SCT3,Starboard,"Le Havre, France",O30/O30,360.0,"6,494","72,665","71,786",Marshall Islands,2008.0,7.0,Koyo Dock,Chartworld Shipping,0,0,0,11.0
ROTTERDAM STAR - O35/O35,rotterdam star,AL2,2021-09-06 07:30:00,2021-09-13 06:26:00,SCT2,Starboard,"Le Havre, France",O35/O35,10016.0,"6,494","72,665","71,786",Marshall Islands,2008.0,7.0,Koyo Dock,Chartworld Shipping,0,0,0,12.0
SAFMARINE BENGUELA - Q02/P02,safmarine benguela,ECU,2021-01-14 07:00:00,2021-01-14 17:35:00,SCT2,Portside,"Antwerpen, Belgium",Q02/P02,635.0,"3,078","43,127","35,835",Hong Kong,2009.0,3.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,15.0
SAFMARINE BENGUELA - Q10/P10,safmarine benguela,ECU,2021-03-11 07:00:00,2021-03-12 02:45:00,SCT1,Starboard,"Antwerpen, Belgium",Q10/P10,1185.0,"3,078","43,127","35,835",Hong Kong,2009.0,3.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,14.0
SAFMARINE BENGUELA - Q18/P18,safmarine benguela,ECU,2021-05-06 07:00:00,2021-05-06 06:40:00,SCT3,Starboard,"Antwerpen, Belgium",Q18/P18,-20.0,"3,078","43,127","35,835",Hong Kong,2009.0,3.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,11.0
SAFMARINE BENGUELA - Q26/P26,safmarine benguela,ECU,2021-07-01 07:00:00,2021-07-01 10:25:00,SCT3,Starboard,"Antwerpen, Belgium",Q26/P26,205.0,"3,078","43,127","35,835",Hong Kong,2009.0,3.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,16.0
SAFMARINE BENGUELA - Q31/P31,safmarine benguela,ECU,2020-07-30 07:30:00,2020-07-30 06:40:00,SCT2,Portside,"Antwerpen, Belgium",Q31/P31,-50.0,"3,078","43,127","35,835",Hong Kong,2009.0,3.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,15.0
SAFMARINE BENGUELA - Q34/P34,safmarine benguela,ECU,2021-08-26 07:30:00,2021-08-26 05:30:00,SCT3,Portside,"Antwerpen, Belgium",Q34/P34,-120.0,"3,078","43,127","35,835",Hong Kong,2009.0,3.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,11.0
SAFMARINE BENGUELA - Q39/P39,safmarine benguela,ECU,2020-09-24 07:00:00,2020-09-24 07:14:00,SCT3,Portside,"Antwerpen, Belgium",Q39/P39,14.0,"3,078","43,127","35,835",Hong Kong,2009.0,3.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,14.0
SAFMARINE BENGUELA - Q47/P47,safmarine benguela,ECU,2020-11-19 07:00:00,2020-11-19 06:10:00,SCT1,Portside,"Antwerpen, Belgium",Q47/P47,-50.0,"3,078","43,127","35,835",Hong Kong,2009.0,3.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,14.0
SEAMAX GREENWICH - R34/S34,seamax greenwich,IPAK,2021-08-23 19:30:00,2021-08-25 19:20:00,SCT3,Starboard,"Rotterdam, Netherlands",R34/S34,2870.0,"8,690","101,848","88,600",Marshall Islands,2004.0,11.0,Hyundai HI (Ulsan),MC Seamax Shipping,0,0,0,9.0
SEASPAN HUDSON - E19/F19,seaspan hudson,FE4,2020-09-21 07:30:00,2020-09-20 18:00:00,SCT2,Starboard,"Hamburg, Germany",E19/F19,-810.0,"10,100","119,000","113,042",Hong Kong,2015.0,2.0,Yangzi Xinfu SB,Atlas Corp (Seaspan),0,0,Eco – Electronic Engine,11.0
SEASPAN ZAMBEZI - E06/F06,seaspan zambezi,FE4,2021-03-28 23:59:00,2021-04-02 03:17:00,SCT5,Starboard,"Hamburg, Germany",E06/F06,5958.0,"10,100","119,000","113,042",Hong Kong,2014.0,6.0,Jiangsu New YZJ,Atlas Corp (Seaspan),0,Fitted,Eco – Electronic Engine,14.0
SEASPAN ZAMBEZI - E18/F18,seaspan zambezi,FE4,2020-09-05 19:30:00,2020-09-06 17:20:00,SCT2,Starboard,"Hamburg, Germany",E18/F18,1310.0,"10,100","119,000","113,042",Hong Kong,2014.0,6.0,Jiangsu New YZJ,Atlas Corp (Seaspan),0,Fitted,Eco – Electronic Engine,12.0
SEASPAN ZAMBEZI - E28/F28,seaspan zambezi,FE4,2020-12-02 19:30:00,2020-12-12 00:28:00,SCT2,Starboard,"Hamburg, Germany",E28/F28,13258.0,"10,100","119,000","113,042",Hong Kong,2014.0,6.0,Jiangsu New YZJ,Atlas Corp (Seaspan),0,Fitted,Eco – Electronic Engine,18.0
SONDERBORG - 13A/13A,sonderborg,ISX3,2021-04-14 11:59:00,2021-04-16 01:20:00,SCT1,Starboard,"Rotterdam, Netherlands",13A/13A,2241.0,"1,085","14,222","12,514",Madeira,2012.0,11.0,Nanjing Yichun,TB Marine Hamburg,0,0,Eco – Electronic Engine,4.0
SONDERBORG - 14A/14A,sonderborg,ISX3,2021-04-18 19:30:00,2021-04-23 05:06:00,SCT1,Starboard,"Rotterdam, Netherlands",14A/14A,6336.0,"1,085","14,222","12,514",Madeira,2012.0,11.0,Nanjing Yichun,TB Marine Hamburg,0,0,Eco – Electronic Engine,9.0
SONDERBORG - 17A/17A,sonderborg,ISX3,2021-04-28 19:30:00,2021-05-06 11:40:00,SCT1,Starboard,"Rotterdam, Netherlands",17A/17A,11050.0,"1,085","14,222","12,514",Madeira,2012.0,11.0,Nanjing Yichun,TB Marine Hamburg,0,0,Eco – Electronic Engine,14.0
SYMI I - R01/S01,symi i,EPIC1,2021-01-04 19:30:00,2021-01-04 15:45:00,SCT3,Starboard,"Rotterdam, Netherlands",R01/S01,-225.0,"8,386","112,160","94,930",Liberia,2014.0,7.0,Hyundai Samho HI,Embiricos Group,0,0,Eco – Electronic Engine Modern,11.0
SYMI I - R29/S29,symi i,EPIC1,2020-07-20 19:30:00,2020-07-20 23:54:00,SCT3,Starboard,"Rotterdam, Netherlands",R29/S29,264.0,"8,386","112,160","94,930",Liberia,2014.0,7.0,Hyundai Samho HI,Embiricos Group,0,0,Eco – Electronic Engine Modern,11.0
SYMI I - R37/S37,symi i,EPIC1,2020-09-14 19:00:00,2020-09-16 01:45:00,SCT2,Starboard,"Rotterdam, Netherlands",R37/S37,1845.0,"8,386","112,160","94,930",Liberia,2014.0,7.0,Hyundai Samho HI,Embiricos Group,0,0,Eco – Electronic Engine Modern,16.0
SYMI I - R45/S45,symi i,EPIC1,2020-11-09 19:00:00,2020-11-10 02:31:00,SCT3,Starboard,"Rotterdam, Netherlands",R45/S45,451.0,"8,386","112,160","94,930",Liberia,2014.0,7.0,Hyundai Samho HI,Embiricos Group,0,0,Eco – Electronic Engine Modern,16.0
TAYMA - E03/F03,tayma,FE4,2021-02-07 23:59:00,2021-03-07 05:15:00,SCT2,Starboard,"Hamburg, Germany",E03/F03,39196.0,"13,470","145,327","141,077",Malta,2012.0,3.0,Samsung HI,Hapag-Lloyd,0,Pending,Eco – Electronic Engine,14.0
