Ship_ID,Vessel_Name,Service,ETA,ATA,Berth,Side to,Next port of call,Ref,Delay,Size,Dwt,GT,Flag,Built,Month,Builder,Owner Group,Alternative_Fuel,SOx_Scrubber,Eco_Engine,Days_Before_ETA_Info
INDEPENDENT VISION - Y38/Z38,independent vision,ICL,2020-09-24 19:00:00,2020-09-24 15:09:00,SCT1,Portside,"Antwerpen, Belgium",Y38/Z38,-231.0,"3,100","42,850","35,881",Madeira,2006.0,10.0,Szczecin Shipyard,Ernst Russ AG,0,0,0,15.0
INDEPENDENT VISION - Y42/Z42,independent vision,ICL,2020-10-22 19:00:00,2020-10-22 19:30:00,SCT1,Portside,"Antwerpen, Belgium",Y42/Z42,30.0,"3,100","42,850","35,881",Madeira,2006.0,10.0,Szczecin Shipyard,Ernst Russ AG,0,0,0,13.0
INDEPENDENT VISION - Y46/Z46,independent vision,ICL,2020-11-19 19:00:00,2020-11-20 00:08:00,SCT1,Portside,"Antwerpen, Belgium",Y46/Z46,308.0,"3,100","42,850","35,881",Madeira,2006.0,10.0,Szczecin Shipyard,Ernst Russ AG,0,0,0,15.0
INDEPENDENT VISION - Y50/Z50,independent vision,ICL,2020-12-19 19:00:00,2020-12-18 19:30:00,SCT1,Portside,"Antwerpen, Belgium",Y50/Z50,-1410.0,"3,100","42,850","35,881",Madeira,2006.0,10.0,Szczecin Shipyard,Ernst Russ AG,0,0,0,35.0
JAN - X19/X19,jan,ADHOC,2021-07-18 07:30:00,2021-07-18 07:30:00,SCT5,Starboard,"Bremerhaven, Germany",X19/X19,0.0,"1,708","21,920","17,211",Antigua & Barbuda,2010.0,3.0,Imabari SB (Imabari),Briese Schiffahrts,0,0,0,3.0
JAN - X19/X19,jan,ADHOC,2021-07-18 07:30:00,2021-07-18 07:30:00,SCT5,Starboard,"Bremerhaven, Germany",X19/X19,0.0,"1,347","17,127","16,162",Madeira,2009.0,11.0,Jiangsu Yangzijiang,Peter Dohle,0,0,Eco – Electronic Engine,3.0
JSP MISTRAL - 37N/37N,jsp mistral,BGLP3N,2020-09-21 07:01:00,2020-09-21 14:00:00,SCT1,Starboard,"Cork, Ireland",37N/37N,419.0,907,"9,024","8,032",Antigua & Barbuda,2009.0,5.0,Peters S.B.,Jebsen Shipping,0,0,0,6.0
JSP MISTRAL - 38N/38N,jsp mistral,BGLP3N,2020-09-30 19:30:00,2020-09-30 16:07:00,SCT1,Starboard,"Cork, Ireland",38N/38N,-203.0,907,"9,024","8,032",Antigua & Barbuda,2009.0,5.0,Peters S.B.,Jebsen Shipping,0,0,0,11.0
JSP RIDER - X11/X11,jsp rider,ADHOC,2021-05-07 10:00:00,2021-05-10 04:53:00,SCT1,Starboard,"Zeebrugge, Belgium",X11/X11,4013.0,804,"10,500","7,500",Antigua & Barbuda,2006.0,5.0,Damen Hoogezand,Jebsen Shipping,0,0,0,2.0
JSP ROVER - 19N/19N,jsp rover,BGLP3N,2021-08-20 07:00:00,2021-08-21 04:30:00,SCT3,Starboard,"Rotterdam, Netherlands",19N/19N,1290.0,804,"10,500","7,852",Madeira,2006.0,10.0,Damen Galati,Bernd Becker,0,0,0,5.0
JSP ROVER - X30/X30,jsp rover,ADHOC,2021-08-25 19:00:00,2021-08-26 09:15:00,SCT4,Starboard,"Zeebrugge, Belgium",X30/X30,855.0,804,"10,500","7,852",Madeira,2006.0,10.0,Damen Galati,Bernd Becker,0,0,0,1.0
JSP SKIRNER - X26/X26,jsp skirner,ADHOC,2021-08-15 07:30:00,2021-08-15 07:00:00,SCT3,Starboard,"Rotterdam, Netherlands",X26/X26,-30.0,957,"11,500","9,981",Antigua & Barbuda,2006.0,11.0,Zhejiang Yangfan,Jebsen Shipping,0,0,0,5.0
JSP SLIDUR - 15A/15A,jsp slidur,ISX3,2021-04-19 19:30:00,2021-04-20 19:00:00,SCT1,Starboard,"Rotterdam, Netherlands",15A/15A,1410.0,868,"11,433","9,962",Madeira,2007.0,8.0,J. J. Sietas,Jebsen Shipping,0,0,0,10.0
JSP SLIDUR - 16A/16A,jsp slidur,ISX3,2021-04-25 19:30:00,2021-04-25 21:23:00,SCT1,Starboard,"Rotterdam, Netherlands",16A/16A,113.0,868,"11,433","9,962",Madeira,2007.0,8.0,J. J. Sietas,Jebsen Shipping,0,0,0,16.0
JSP SLIDUR - 19A/19A,jsp slidur,ISX3,2021-05-06 07:30:00,2021-05-12 23:48:00,SCT1,Starboard,"Rotterdam, Netherlands",19A/19A,9618.0,868,"11,433","9,962",Madeira,2007.0,8.0,J. J. Sietas,Jebsen Shipping,0,0,0,11.0
JSP SLIDUR - 25A/25A,jsp slidur,ISX3,2021-05-22 19:30:00,2021-05-28 19:30:00,SCT1,Starboard,"Rotterdam, Netherlands",25A/25A,8640.0,868,"11,433","9,962",Madeira,2007.0,8.0,J. J. Sietas,Jebsen Shipping,0,0,0,13.0
JSP SLIDUR - 26A/26A,jsp slidur,ISX3,2021-06-02 22:00:00,2021-06-04 07:05:00,SCT1,Starboard,"Rotterdam, Netherlands",26A/26A,1985.0,868,"11,433","9,962",Madeira,2007.0,8.0,J. J. Sietas,Jebsen Shipping,0,0,0,9.0
JSP SLIDUR - 31A/31A,jsp slidur,ISX3,2021-06-13 19:30:00,2021-06-18 07:30:00,SCT1,Starboard,"Rotterdam, Netherlands",31A/31A,6480.0,868,"11,433","9,962",Madeira,2007.0,8.0,J. J. Sietas,Jebsen Shipping,0,0,0,15.0
JSP SLIDUR - 35A/35A,jsp slidur,ISX3,2021-06-29 07:30:00,2021-07-05 00:17:00,SCT1,Starboard,"Rotterdam, Netherlands",35A/35A,8207.0,868,"11,433","9,962",Madeira,2007.0,8.0,J. J. Sietas,Jebsen Shipping,0,0,0,14.0
JSP SLIDUR - 37A/37A,jsp slidur,ISX3,2021-07-06 07:30:00,2021-07-11 06:16:00,SCT1,Starboard,"Rotterdam, Netherlands",37A/37A,7126.0,868,"11,433","9,962",Madeira,2007.0,8.0,J. J. Sietas,Jebsen Shipping,0,0,0,16.0
JSP SLIDUR - 43A/43A,jsp slidur,ISX3,2021-07-20 07:30:00,2021-07-22 07:53:00,SCT1,Portside,"Rotterdam, Netherlands",43A/43A,2903.0,868,"11,433","9,962",Madeira,2007.0,8.0,J. J. Sietas,Jebsen Shipping,0,0,0,15.0
JSP SLIDUR - 47A/47A,jsp slidur,ISX3,2021-07-26 19:30:00,2021-08-03 22:57:00,SCT4,Starboard,"Rotterdam, Netherlands",47A/47A,11727.0,868,"11,433","9,962",Madeira,2007.0,8.0,J. J. Sietas,Jebsen Shipping,0,0,0,12.0
JSP SLIDUR - 48A/48A,jsp slidur,ISX3,2021-08-01 23:59:00,2021-08-16 10:43:00,SCT4,Starboard,"Rotterdam, Netherlands",48A/48A,20804.0,868,"11,433","9,962",Madeira,2007.0,8.0,J. J. Sietas,Jebsen Shipping,0,0,0,13.0
JSP SLIDUR - 55A/55A,jsp slidur,ISX3,2021-08-26 19:30:00,2021-08-29 17:05:00,SCT4,Starboard,"Rotterdam, Netherlands",55A/55A,4175.0,868,"11,433","9,962",Madeira,2007.0,8.0,J. J. Sietas,Jebsen Shipping,0,0,0,12.0
JSP SLIDUR - 60A/60A,jsp slidur,ISX3,2021-09-14 07:30:00,2021-09-22 10:56:00,SCT4,Starboard,"Rotterdam, Netherlands",60A/60A,11726.0,868,"11,433","9,962",Madeira,2007.0,8.0,J. J. Sietas,Jebsen Shipping,0,0,0,15.0
KOI - J12/J12,koi,EPIC,2021-05-04 11:59:00,2021-05-05 06:00:00,SCT3,Starboard,"Bremerhaven, Germany",J12/J12,1081.0,"8,586","102,518","91,621",Liberia,2011.0,4.0,Hyundai Samho HI,Oceonix Services Ltd,0,0,Eco – Electronic Engine,14.0
KOI - J20/J20,koi,EPIC,2021-06-29 13:00:00,2021-06-29 13:00:00,SCT3,Starboard,"Bremerhaven, Germany",J20/J20,0.0,"8,586","102,518","91,621",Liberia,2011.0,4.0,Hyundai Samho HI,Oceonix Services Ltd,0,0,Eco – Electronic Engine,15.0
KOI - J28/J28,koi,EPIC,2021-08-24 13:00:00,2021-08-24 13:00:00,SCT3,Starboard,"Bremerhaven, Germany",J28/J28,0.0,"8,586","102,518","91,621",Liberia,2011.0,4.0,Hyundai Samho HI,Oceonix Services Ltd,0,0,Eco – Electronic Engine,15.0
LANA - A04/A04,lana,LEVANT,2021-01-29 19:30:00,2021-01-29 22:28:00,SCT2,Starboard,"Rotterdam, Netherlands",A04/A04,178.0,"4,380","59,400","47,855",Liberia,2010.0,7.0,Daewoo (DSME),Marlow Navigation,0,0,0,5.0
LANA - A09/A09,lana,LEVANT,2021-03-05 19:30:00,2021-03-15 21:00:00,SCT3,Starboard,"Rotterdam, Netherlands",A09/A09,14490.0,"4,380","59,400","47,855",Liberia,2010.0,7.0,Daewoo (DSME),Marlow Navigation,0,0,0,14.0
LANA - A14/A14,lana,LEVANT,2021-04-10 07:30:00,2021-04-13 18:30:00,SCT3,Starboard,"Rotterdam, Netherlands",A14/A14,4980.0,"4,380","59,400","47,855",Liberia,2010.0,7.0,Daewoo (DSME),Marlow Navigation,0,0,0,16.0
LE HAVRE - R05/S05,le havre,EPIC1,2021-02-01 19:30:00,2021-02-06 00:23:00,SCT3,Starboard,"Rotterdam, Netherlands",R05/S05,6053.0,"9,572","111,737","108,069",Cyprus,2006.0,11.0,Samsung HI,Danaos Shipping,0,Fitted,0,13.0
LE HAVRE - R22/S22,le havre,IPAK,2021-05-31 19:30:00,2021-05-31 19:35:00,SCT2,Starboard,"Rotterdam, Netherlands",R22/S22,5.0,"9,572","111,737","108,069",Cyprus,2006.0,11.0,Samsung HI,Danaos Shipping,0,Fitted,0,12.0
LE HAVRE - R33/S33,le havre,EPIC1,2020-08-17 19:30:00,2020-08-18 00:28:00,SCT2,Starboard,"Rotterdam, Netherlands",R33/S33,298.0,"9,572","111,737","108,069",Cyprus,2006.0,11.0,Samsung HI,Danaos Shipping,0,Fitted,0,13.0
LE HAVRE - R41/S41,le havre,EPIC1,2020-10-12 19:01:00,2020-10-12 19:33:00,SCT3,Starboard,"Rotterdam, Netherlands",R41/S41,32.0,"9,572","111,737","108,069",Cyprus,2006.0,11.0,Samsung HI,Danaos Shipping,0,Fitted,0,13.0
LE HAVRE - R49/S49,le havre,EPIC1,2020-12-07 19:00:00,2020-12-10 15:16:00,SCT3,Starboard,"Rotterdam, Netherlands",R49/S49,4096.0,"9,572","111,737","108,069",Cyprus,2006.0,11.0,Samsung HI,Danaos Shipping,0,Fitted,0,23.0
LOTUS A - J06/J06,lotus a,EPIC,2021-03-23 15:00:00,2021-03-23 20:35:00,SCT3,Starboard,"Bremerhaven, Germany",J06/J06,335.0,"8,586","102,518","91,621",Liberia,2010.0,4.0,Hyundai Samho HI,Oceonix Services Ltd,0,0,Eco – Electronic Engine,14.0
LOTUS A - J14/J14,lotus a,EPIC,2021-05-18 13:00:00,2021-05-19 17:30:00,SCT3,Starboard,"Bremerhaven, Germany",J14/J14,1710.0,"8,586","102,518","91,621",Liberia,2010.0,4.0,Hyundai Samho HI,Oceonix Services Ltd,0,0,Eco – Electronic Engine,14.0
LOTUS A - J22/J22,lotus a,EPIC,2021-07-13 13:00:00,2021-07-12 13:45:00,SCT2,Starboard,"Bremerhaven, Germany",J22/J22,-1395.0,"8,586","102,518","91,621",Liberia,2010.0,4.0,Hyundai Samho HI,Oceonix Services Ltd,0,0,Eco – Electronic Engine,14.0
LOTUS A - J30/J30,lotus a,EPIC,2021-09-07 13:00:00,2021-09-07 12:55:00,SCT3,Starboard,"Bremerhaven, Germany",J30/J30,-5.0,"8,586","102,518","91,621",Liberia,2010.0,4.0,Hyundai Samho HI,Oceonix Services Ltd,0,0,Eco – Electronic Engine,14.0
MAERSK BALI - Q05/P05,maersk bali,ECU,2021-02-04 07:00:00,2021-02-04 07:05:00,SCT2,Portside,"Antwerpen, Belgium",Q05/P05,5.0,"3,078","43,123","35,835",Singapore,2008.0,8.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,15.0
MAERSK BALI - Q13/P13,maersk bali,ECU,2021-04-01 07:00:00,2021-04-01 06:00:00,SCT3,Starboard,"Antwerpen, Belgium",Q13/P13,-60.0,"3,078","43,123","35,835",Singapore,2008.0,8.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,12.0
MAERSK BALI - Q21/P21,maersk bali,ECU,2021-05-27 07:00:00,2021-05-27 07:29:00,SCT3,Portside,"Antwerpen, Belgium",Q21/P21,29.0,"3,078","43,123","35,835",Singapore,2008.0,8.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,12.0
MAERSK BALI - Q29/P29,maersk bali,ECU,2021-07-22 07:00:00,2021-07-22 06:30:00,SCT3,Portside,"Antwerpen, Belgium",Q29/P29,-30.0,"3,078","43,123","35,835",Singapore,2008.0,8.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,12.0
MAERSK BALI - Q34/P34,maersk bali,ECU,2020-08-20 07:30:00,2020-08-20 06:30:00,SCT2,Portside,"Antwerpen, Belgium",Q34/P34,-60.0,"3,078","43,123","35,835",Singapore,2008.0,8.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,15.0
MAERSK BALI - Q37/P37,maersk bali,ECU,2021-09-16 07:00:00,2021-09-16 07:30:00,SCT2,Portside,"Antwerpen, Belgium",Q37/P37,30.0,"3,078","43,123","35,835",Singapore,2008.0,8.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,11.0
MAERSK BALI - Q42/P42,maersk bali,ECU,2020-10-15 07:01:00,2020-10-15 06:30:00,SCT2,Portside,"Antwerpen, Belgium",Q42/P42,-31.0,"3,078","43,123","35,835",Singapore,2008.0,8.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,15.0
MAERSK BALI - Q50/P50,maersk bali,ECU,2020-12-10 07:00:00,2020-12-10 06:15:00,SCT1,Portside,"Antwerpen, Belgium",Q50/P50,-45.0,"3,078","43,123","35,835",Singapore,2008.0,8.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,25.0
MAERSK BATAM - Q01/P01,maersk batam,ECU,2021-01-07 07:00:00,2021-01-07 09:05:00,SCT2,Portside,"Antwerpen, Belgium",Q01/P01,125.0,"3,078","43,127","35,835",Singapore,2008.0,4.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,13.0
MAERSK BATAM - Q09/P09,maersk batam,ECU,2021-03-04 07:00:00,2021-03-04 17:00:00,SCT3,Starboard,"Antwerpen, Belgium",Q09/P09,600.0,"3,078","43,127","35,835",Singapore,2008.0,4.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,12.0
MAERSK BATAM - Q17/P17,maersk batam,ECU,2021-04-29 07:00:00,2021-04-29 06:37:00,SCT3,Starboard,"Antwerpen, Belgium",Q17/P17,-23.0,"3,078","43,127","35,835",Singapore,2008.0,4.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,14.0
MAERSK BATAM - Q25/P25,maersk batam,ECU,2021-06-24 07:00:00,2021-06-24 06:31:00,SCT3,Starboard,"Antwerpen, Belgium",Q25/P25,-29.0,"3,078","43,127","35,835",Singapore,2008.0,4.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,14.0
MAERSK BATAM - Q30/P30,maersk batam,ECU,2020-07-23 07:30:00,2020-07-23 06:30:00,SCT2,Portside,"Antwerpen, Belgium",Q30/P30,-60.0,"3,078","43,127","35,835",Singapore,2008.0,4.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,8.0
MAERSK BATAM - Q33/P33,maersk batam,ECU,2021-08-19 07:30:00,2021-08-19 08:00:00,SCT3,Portside,"Antwerpen, Belgium",Q33/P33,30.0,"3,078","43,127","35,835",Singapore,2008.0,4.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,14.0
MAERSK BATAM - Q38/P38,maersk batam,ECU,2020-09-17 07:00:00,2020-09-17 06:45:00,SCT3,Portside,"Antwerpen, Belgium",Q38/P38,-15.0,"3,078","43,127","35,835",Singapore,2008.0,4.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,12.0
MAERSK BATAM - Q46/P46,maersk batam,ECU,2020-11-12 07:00:00,2020-11-12 12:15:00,SCT2,Portside,"Antwerpen, Belgium",Q46/P46,315.0,"3,078","43,127","35,835",Singapore,2008.0,4.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,13.0
MAERSK BATUR - Q06/P06,maersk batur,ECU,2021-02-11 07:00:00,2021-02-11 21:55:00,SCT1,Starboard,"Antwerpen, Belgium",Q06/P06,895.0,"3,078","43,123","35,835",Singapore,2009.0,12.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,12.0
MAERSK BATUR - Q14/P14,maersk batur,ECU,2021-04-08 07:00:00,2021-04-08 19:40:00,SCT3,Portside,"Antwerpen, Belgium",Q14/P14,760.0,"3,078","43,123","35,835",Singapore,2009.0,12.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,14.0
MAERSK BATUR - Q22/P22,maersk batur,ECU,2021-06-03 07:00:00,2021-06-03 06:15:00,SCT3,Portside,"Antwerpen, Belgium",Q22/P22,-45.0,"3,078","43,123","35,835",Singapore,2009.0,12.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,14.0
MAERSK BATUR - Q30/P30,maersk batur,ECU,2021-07-29 07:00:00,2021-07-29 03:00:00,SCT3,Portside,"Antwerpen, Belgium",Q30/P30,-240.0,"3,078","43,123","35,835",Singapore,2009.0,12.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,14.0
MAERSK BATUR - Q35/P35,maersk batur,ECU,2020-08-27 07:30:00,2020-08-27 11:07:00,SCT2,Portside,"Antwerpen, Belgium",Q35/P35,217.0,"3,078","43,123","35,835",Singapore,2009.0,12.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,12.0
MAERSK BATUR - Q38/P38,maersk batur,ECU,2021-09-23 07:00:00,2021-09-23 07:30:00,SCT2,Portside,"Antwerpen, Belgium",Q38/P38,30.0,"3,078","43,123","35,835",Singapore,2009.0,12.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,13.0
MAERSK BATUR - Q43/P43,maersk batur,ECU,2020-10-22 07:00:00,2020-10-22 10:30:00,SCT2,Portside,"Antwerpen, Belgium",Q43/P43,210.0,"3,078","43,123","35,835",Singapore,2009.0,12.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,12.0
MAERSK BATUR - Q99/P99,maersk batur,ECU,2020-12-17 07:00:00,2020-12-17 16:55:00,SCT1,Portside,"Antwerpen, Belgium",Q99/P99,595.0,"3,078","43,123","35,835",Singapore,2009.0,12.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,2.0
MAERSK BRANI - Q08/P08,maersk brani,ECU,2021-02-25 07:00:00,2021-02-25 08:10:00,SCT1,Starboard,"Antwerpen, Belgium",Q08/P08,70.0,"3,075","43,123","35,835",Singapore,2010.0,2.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,15.0
MAERSK BRANI - Q16/P16,maersk brani,ECU,2021-04-22 07:00:00,2021-04-22 07:24:00,SCT2,Starboard,"Antwerpen, Belgium",Q16/P16,24.0,"3,075","43,123","35,835",Singapore,2010.0,2.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,12.0
MAERSK BRANI - Q24/P24,maersk brani,ECU,2021-06-17 07:00:00,2021-06-17 01:54:00,SCT3,Starboard,"Antwerpen, Belgium",Q24/P24,-306.0,"3,075","43,123","35,835",Singapore,2010.0,2.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,12.0
MAERSK BRANI - Q29/P29,maersk brani,ECU,2020-07-16 07:30:00,2020-07-16 06:15:00,SCT2,Portside,"Antwerpen, Belgium",Q29/P29,-75.0,"3,075","43,123","35,835",Singapore,2010.0,2.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,6.0
MAERSK BRANI - Q32/P32,maersk brani,ECU,2021-08-12 07:30:00,2021-08-12 06:25:00,SCT3,Portside,"Antwerpen, Belgium",Q32/P32,-65.0,"3,075","43,123","35,835",Singapore,2010.0,2.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,13.0
MAERSK BRANI - Q37/P37,maersk brani,ECU,2020-09-10 07:00:00,2020-09-10 07:00:00,SCT2,Portside,"Antwerpen, Belgium",Q37/P37,0.0,"3,075","43,123","35,835",Singapore,2010.0,2.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,16.0
MAERSK BRANI - Q45/P45,maersk brani,ECU,2020-11-05 07:00:00,2020-11-05 06:45:00,SCT2,Portside,"Antwerpen, Belgium",Q45/P45,-15.0,"3,075","43,123","35,835",Singapore,2010.0,2.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,16.0
MAERSK BRANI - Q52/P52,maersk brani,ECU,2020-12-31 07:00:00,2020-12-31 15:05:00,SCT2,Portside,"Antwerpen, Belgium",Q52/P52,485.0,"3,075","43,123","35,835",Singapore,2010.0,2.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,16.0
MAERSK BRATAN - Q04/P04,maersk bratan,ECU,2021-01-28 07:00:00,2021-01-28 07:00:00,SCT2,Portside,"Antwerpen, Belgium",Q04/P04,0.0,"3,078","43,123","35,835",Singapore,2009.0,7.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,13.0
MAERSK BRATAN - Q12/P12,maersk bratan,ECU,2021-03-25 07:00:00,2021-03-25 13:30:00,SCT3,Starboard,"Antwerpen, Belgium",Q12/P12,390.0,"3,078","43,123","35,835",Singapore,2009.0,7.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,15.0
MAERSK BRATAN - Q20/P20,maersk bratan,ECU,2021-05-20 07:00:00,2021-05-20 06:44:00,SCT3,Portside,"Antwerpen, Belgium",Q20/P20,-16.0,"3,078","43,123","35,835",Singapore,2009.0,7.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,15.0
MAERSK BRATAN - Q28/P28,maersk bratan,ECU,2021-07-15 07:00:00,2021-07-15 05:40:00,SCT3,Portside,"Antwerpen, Belgium",Q28/P28,-80.0,"3,078","43,123","35,835",Singapore,2009.0,7.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,15.0
MAERSK BRATAN - Q33/P33,maersk bratan,ECU,2020-08-13 07:31:00,2020-08-13 06:00:00,SCT3,Portside,"Antwerpen, Belgium",Q33/P33,-91.0,"3,078","43,123","35,835",Singapore,2009.0,7.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,14.0
MAERSK BRATAN - Q36/P36,maersk bratan,ECU,2021-09-09 07:00:00,2021-09-09 07:45:00,SCT3,Portside,"Antwerpen, Belgium",Q36/P36,45.0,"3,078","43,123","35,835",Singapore,2009.0,7.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,15.0
MAERSK BRATAN - Q41/P41,maersk bratan,ECU,2020-10-08 07:00:00,2020-10-08 04:22:00,SCT2,Portside,"Antwerpen, Belgium",Q41/P41,-158.0,"3,078","43,123","35,835",Singapore,2009.0,7.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,13.0
MAERSK BRATAN - Q49/P49,maersk bratan,ECU,2020-12-03 07:00:00,2020-12-03 04:29:00,SCT1,Portside,"Antwerpen, Belgium",Q49/P49,-151.0,"3,078","43,123","35,835",Singapore,2009.0,7.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,18.0
MAERSK BULAN - Q07/P07,maersk bulan,ECU,2021-02-18 07:00:00,2021-02-18 04:30:00,SCT1,Starboard,"Antwerpen, Belgium",Q07/P07,-150.0,"3,078","43,127","35,835",Singapore,2008.0,10.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,13.0
MAERSK BULAN - Q15/P15,maersk bulan,ECU,2021-04-15 07:00:00,2021-04-18 11:58:00,SCT3,Starboard,"Antwerpen, Belgium",Q15/P15,4618.0,"3,078","43,127","35,835",Singapore,2008.0,10.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,15.0
MAERSK BULAN - Q23/P23,maersk bulan,ECU,2021-06-10 07:00:00,2021-06-10 06:30:00,SCT3,Portside,"Antwerpen, Belgium",Q23/P23,-30.0,"3,078","43,127","35,835",Singapore,2008.0,10.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,11.0
MAERSK BULAN - Q28/P28,maersk bulan,ECU,2020-07-09 07:00:00,2020-07-09 06:11:00,SCT2,Portside,"Antwerpen, Belgium",Q28/P28,-49.0,"3,078","43,127","35,835",Singapore,2008.0,10.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,5.0
MAERSK BULAN - Q31/P31,maersk bulan,ECU,2021-08-05 07:00:00,2021-08-05 06:30:00,SCT3,Portside,"Antwerpen, Belgium",Q31/P31,-30.0,"3,078","43,127","35,835",Singapore,2008.0,10.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,16.0
MAERSK BULAN - Q36/P36,maersk bulan,ECU,2020-09-03 07:30:00,2020-09-03 06:00:00,SCT2,Portside,"Antwerpen, Belgium",Q36/P36,-90.0,"3,078","43,127","35,835",Singapore,2008.0,10.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,14.0
MAERSK BULAN - Q39/P39,maersk bulan,ECU,2021-09-30 07:00:00,2021-09-30 06:30:00,SCT3,Portside,"Antwerpen, Belgium",Q39/P39,-30.0,"3,078","43,127","35,835",Singapore,2008.0,10.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,15.0
MAERSK BULAN - Q44/P44,maersk bulan,ECU,2020-10-29 07:00:00,2020-10-29 07:00:00,SCT2,Portside,"Antwerpen, Belgium",Q44/P44,0.0,"3,078","43,127","35,835",Singapore,2008.0,10.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,14.0
MAERSK BULAN - Q51/P51,maersk bulan,ECU,2020-12-24 07:00:00,2020-12-23 07:00:00,SCT1,Portside,"Antwerpen, Belgium",Q51/P51,-1440.0,"3,078","43,127","35,835",Singapore,2008.0,10.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,39.0
MAERSK BUTON - Q03/P03,maersk buton,ECU,2021-01-21 07:00:00,2021-01-21 19:40:00,SCT2,Portside,"Antwerpen, Belgium",Q03/P03,760.0,"3,078","43,123","35,835",Singapore,2008.0,7.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,11.0
MAERSK BUTON - Q11/P11,maersk buton,ECU,2021-03-18 07:00:00,2021-03-18 12:45:00,SCT3,Starboard,"Antwerpen, Belgium",Q11/P11,345.0,"3,078","43,123","35,835",Singapore,2008.0,7.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,13.0
MAERSK BUTON - Q19/P19,maersk buton,ECU,2021-05-13 07:00:00,2021-05-14 07:12:00,SCT3,Starboard,"Antwerpen, Belgium",Q19/P19,1452.0,"3,078","43,123","35,835",Singapore,2008.0,7.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,13.0
