Ship_ID,Vessel_Name,Service,ETA,ATA,Berth,Side,NextPort,Delay,Size,Dwt,GT,Flag,Built_Year,Built_Month,Builder,Owner,Alternative_Fuel,SOx_Scrubber,Eco_Engine,Days_Before_ETA_Info,ETA_Year,ETA_Month,ETA_Day,ETA_Weekday,ETA_Hour,date,new_cases
HELGA - 42D/42D,helga,ISX5,2020-40,2020-10-13 18:45:00,SCT4,Starboard,Dublin,7874.0,822,8622,7519,Netherlands,2003,5,J. J. Sietas,Holwerda Shipmgmt,0,0,0,3.0,2020,10,8,3,7,2020-40,100828.0
HELGA - 43D/43D,helga,ISX5,2020-40,2020-10-20 07:40:00,SCT4,Starboard,Dublin,18009.0,822,8622,7519,Netherlands,2003,5,J. J. Sietas,Holwerda Shipmgmt,0,0,0,13.0,2020,10,7,2,19,2020-40,100828.0
HELGA - 44D/44D,helga,ISX5,2020-42,2020-10-28 03:38:00,SCT4,Starboard,Dublin,7688.0,822,8622,7519,Netherlands,2003,5,J. J. Sietas,Holwerda Shipmgmt,0,0,0,13.0,2020,10,22,3,19,2020-42,151548.0
HELGA - 45A/45A,helga,ISX3,2021-30,2021-07-28 02:50:00,SCT4,Starboard,Rotterdam,-1720.0,822,8622,7519,Netherlands,2003,5,J. J. Sietas,Holwerda Shipmgmt,0,0,0,14.0,2021,7,29,3,7,2021-30,184195.0
HELGA - 45D/45D,helga,ISX5,2020-44,2020-11-04 23:50:00,SCT4,Starboard,Dublin,2420.0,822,8622,7519,Netherlands,2003,5,J. J. Sietas,Holwerda Shipmgmt,0,0,0,14.0,2020,11,3,1,7,2020-44,157296.0
HELGA - 46D/46D,helga,ISX5,2020-45,2020-11-11 02:25:00,SCT4,Starboard,Dublin,-305.0,822,8622,7519,Netherlands,2003,5,J. J. Sietas,Holwerda Shipmgmt,0,0,0,12.0,2020,11,11,2,7,2020-45,177534.0
HELGA - 47D/47D,helga,ISX5,2020-46,2020-11-18 17:00:00,SCT4,Starboard,Dublin,2730.0,822,8622,7519,Netherlands,2003,5,J. J. Sietas,Holwerda Shipmgmt,0,0,0,12.0,2020,11,16,0,19,2020-46,142919.0
HELGA - 48D/48D,helga,ISX5,2020-47,2020-11-24 22:35:00,SCT4,Starboard,Dublin,905.0,822,8622,7519,Netherlands,2003,5,J. J. Sietas,Holwerda Shipmgmt,0,0,0,14.0,2020,11,24,1,7,2020-47,105503.0
HELGA - 49A/49A,helga,ISX3,2021-31,2021-08-05 17:00:00,SCT4,Starboard,Rotterdam,1290.0,822,8622,7519,Netherlands,2003,5,J. J. Sietas,Holwerda Shipmgmt,0,0,0,16.0,2021,8,4,2,19,2021-31,190523.0
HELGA - 49D/49D,helga,ISX5,2020-48,2020-12-05 18:30:00,SCT1,Starboard,Dublin,7860.0,822,8622,7519,Netherlands,2003,5,J. J. Sietas,Holwerda Shipmgmt,0,0,0,15.0,2020,11,30,0,7,2020-48,106446.0
HELGA - 50D/50D,helga,ISX5,2020-49,2020-12-13 23:22:00,SCT1,Starboard,Dublin,8902.0,822,8622,7519,Netherlands,2003,5,J. J. Sietas,Holwerda Shipmgmt,0,0,0,8.0,2020,12,7,0,19,2020-49,126739.0
HELGA - 51D/51D,helga,ISX5,2020-50,2020-12-22 19:10:00,SCT1,Starboard,Dublin,11530.0,822,8622,7519,Netherlands,2003,5,J. J. Sietas,Holwerda Shipmgmt,0,0,0,15.0,2020,12,14,0,19,2020-50,191671.0
HELGA - 52A/52A,helga,ISX3,2021-33,2021-08-18 01:00:00,SCT4,Starboard,Rotterdam,-390.0,822,8622,7519,Netherlands,2003,5,J. J. Sietas,Holwerda Shipmgmt,0,0,0,13.0,2021,8,18,2,7,2021-33,226406.0
HELGA - 52D/52D,helga,ISX5,2020-52,2020-12-27 12:30:00,SCT1,Starboard,Dublin,-1110.0,822,8622,7519,Netherlands,2003,5,J. J. Sietas,Holwerda Shipmgmt,0,0,0,13.0,2020,12,28,0,7,,
HELGA - 54A/54A,helga,ISX3,2021-34,2021-08-25 00:42:00,SCT4,Starboard,Rotterdam,642.0,822,8622,7519,Netherlands,2003,5,J. J. Sietas,Holwerda Shipmgmt,0,0,0,15.0,2021,8,24,1,14,2021-34,239341.0
HELGA - X37/X37,helga,ISX5,2020-38,2020-09-25 08:14:00,SCT3,Starboard,Dublin,-46.0,822,8622,7519,Netherlands,2003,5,J. J. Sietas,Holwerda Shipmgmt,0,0,0,0.0,2020,9,25,4,9,2020-38,40773.0
HELMUT - 18A/18A,helmut,ISX3,2021-18,2021-05-05 11:00:00,SCT1,Starboard,Rotterdam,930.0,868,11272,9981,Madeira,2006,11,J. J. Sietas,Jens & Waller KG,0,0,0,15.0,2021,5,4,1,19,2021-18,14747.0
HELMUT - 20A/20A,helmut,ISX3,2021-18,2021-05-11 00:15:00,SCT1,Starboard,Rotterdam,1725.0,868,11272,9981,Madeira,2006,11,J. J. Sietas,Jens & Waller KG,0,0,0,15.0,2021,5,9,6,19,2021-18,14747.0
HELMUT - 22A/22A,helmut,ISX3,2021-20,2021-05-26 00:40:00,SCT1,Starboard,Rotterdam,8950.0,868,11272,9981,Madeira,2006,11,J. J. Sietas,Jens & Waller KG,0,0,0,10.0,2021,5,19,2,19,2021-20,11801.0
HELMUT - 27A/27A,helmut,ISX3,2021-22,2021-06-08 06:00:00,SCT1,Starboard,Rotterdam,4230.0,868,11272,9981,Madeira,2006,11,J. J. Sietas,Jens & Waller KG,0,0,0,11.0,2021,6,5,5,7,2021-22,32865.0
HELMUT - 30A/30A,helmut,ISX3,2021-23,2021-06-14 07:10:00,SCT1,Starboard,Rotterdam,3580.0,868,11272,9981,Madeira,2006,11,J. J. Sietas,Jens & Waller KG,0,0,0,13.0,2021,6,11,4,19,2021-23,48977.0
HELMUT - 34A/34A,helmut,ISX3,2021-25,2021-07-01 21:45:00,SCT1,Starboard,Rotterdam,11655.0,868,11272,9981,Madeira,2006,11,J. J. Sietas,Jens & Waller KG,0,0,0,14.0,2021,6,23,2,19,2021-25,102576.0
HELMUT - 39A/39A,helmut,ISX3,2021-27,2021-07-18 14:07:00,SCT1,Portside,Rotterdam,11917.0,868,11272,9981,Madeira,2006,11,J. J. Sietas,Jens & Waller KG,0,0,0,10.0,2021,7,10,5,7,2021-27,218994.0
HELMUT - 42A/42A,helmut,ISX3,2021-28,2021-07-29 00:30:00,SCT1,Starboard,Rotterdam,22620.0,868,11272,9981,Madeira,2006,11,J. J. Sietas,Jens & Waller KG,0,0,0,13.0,2021,7,13,1,7,2021-28,316114.0
HELMUT - 46A/46A,helmut,ISX3,2021-31,2021-08-11 19:30:00,SCT4,Starboard,Rotterdam,8640.0,868,11272,9981,Madeira,2006,11,J. J. Sietas,Jens & Waller KG,0,0,0,17.0,2021,8,5,3,19,2021-31,190523.0
HELMUT - 51A/51A,helmut,ISX3,2021-32,2021-08-19 21:40:00,SCT4,Starboard,Rotterdam,12370.0,868,11272,9981,Madeira,2006,11,J. J. Sietas,Jens & Waller KG,0,0,0,12.0,2021,8,11,2,7,2021-32,199040.0
HELMUT - 56A/56A,helmut,ISX3,2021-34,2021-09-05 01:46:00,SCT3,Starboard,Rotterdam,9736.0,868,11272,9981,Madeira,2006,11,J. J. Sietas,Jens & Waller KG,0,0,0,14.0,2021,8,29,6,7,2021-34,239341.0
HELMUT - 61A/61A,helmut,ISX3,2021-36,2021-09-20 07:30:00,SCT4,Starboard,Rotterdam,12960.0,868,11272,9981,Madeira,2006,11,J. J. Sietas,Jens & Waller KG,0,0,0,12.0,2021,9,11,5,7,2021-36,249212.0
HELMUT - 65A/65A,helmut,ISX3,2021-38,2021-09-26 07:00:00,SCT4,Starboard,Rotterdam,6450.0,868,11272,9981,Madeira,2006,11,J. J. Sietas,Jens & Waller KG,0,0,0,12.0,2021,9,21,1,19,2021-38,235567.0
HMM COPENHAGEN - C03/D03,hmm copenhagen,FE2,2021-04,2021-02-08 07:27:00,SCT5,Starboard,Hamburg,15117.0,23964,232606,228283,Panama,2020,5,Daewoo (DSME),HMM,0,1,1,14.0,2021,1,28,3,19,2021-04,170326.0
HMM COPENHAGEN - C17/D17,hmm copenhagen,FE2,2021-21,2021-05-31 23:10:00,SCT5,Starboard,Hamburg,5980.0,23964,232606,228283,Panama,2020,5,Daewoo (DSME),HMM,0,1,1,13.0,2021,5,27,3,19,2021-21,21547.0
HMM COPENHAGEN - C22/D22,hmm copenhagen,FE2,2020-27,2020-07-08 22:20:00,SCT5,Starboard,Hamburg,-1240.0,23964,232606,228283,Panama,2020,5,Daewoo (DSME),HMM,0,1,1,6.0,2020,7,9,3,19,2020-27,4223.0
HMM COPENHAGEN - C36/D36,hmm copenhagen,FE2,2020-42,2020-10-23 02:35:00,SCT5,Starboard,Hamburg,424.0,23964,232606,228283,Panama,2020,5,Daewoo (DSME),HMM,0,1,1,13.0,2020,10,22,3,19,2020-42,151548.0
HMM DUBLIN - C05/D05,hmm dublin,FE2,2021-06,2021-02-27 15:00:00,SCT5,Starboard,Hamburg,25680.0,23964,232606,228283,Panama,2020,5,Daewoo (DSME),HMM,0,1,1,16.0,2021,2,9,1,19,2021-06,92743.0
HMM DUBLIN - C24/D24,hmm dublin,FE2,2020-29,2020-07-22 14:47:00,SCT5,Starboard,Hamburg,-1693.0,23964,232606,228283,Panama,2020,5,Daewoo (DSME),HMM,0,1,1,9.0,2020,7,23,3,19,2020-29,4662.0
HMM DUBLIN - C38/D38,hmm dublin,FE2,2020-44,2020-11-07 12:39:00,SCT5,Starboard,Hamburg,2469.0,23964,232606,228283,Panama,2020,5,Daewoo (DSME),HMM,0,1,1,17.0,2020,11,5,3,19,2020-44,157296.0
HMM GAON - C28/D28,hmm gaon,FE2,2021-34,2021-08-28 06:25:00,SCT5,Starboard,Hamburg,-785.0,16010,160927,152003,Liberia,2021,3,Hyundai HI (Ulsan),HMM,0,1,1,14.0,2021,8,28,5,19,2021-34,239341.0
HMM GAON - E11/F11,hmm gaon,FE4,2021-20,2021-06-10 02:00:00,SCT5,Starboard,Hamburg,28921.0,16010,160927,152003,Liberia,2021,3,Hyundai HI (Ulsan),HMM,0,1,1,16.0,2021,5,20,3,23,2021-20,11801.0
HMM HELSINKI - C14/D14,hmm helsinki,FE2,2021-17,2021-05-06 04:17:00,SCT5,Starboard,Hamburg,8447.0,23964,232606,228283,Panama,2020,7,Daewoo (DSME),HMM,0,1,1,15.0,2021,4,30,4,7,2021-17,15388.0
HMM HELSINKI - C32/D32,hmm helsinki,FE2,2020-37,2020-09-19 01:20:00,SCT5,Starboard,Hamburg,1790.0,23964,232606,228283,Panama,2020,7,Daewoo (DSME),HMM,0,1,1,13.0,2020,9,17,3,19,2020-37,25814.0
HMM HELSINKI - C45/D45,hmm helsinki,FE2,2020-52,2021-01-10 15:23:00,SCT5,Starboard,Hamburg,17028.0,23964,232606,228283,Panama,2020,7,Daewoo (DSME),HMM,0,1,1,15.0,2020,12,29,1,19,,
HMM MIR - E27/F27,hmm mir,FE3,2021-26,2021-08-17 23:05:00,SCT5,Starboard,Hong Kong,64026.0,16010,160927,152003,Liberia,2021,5,Hyundai HI (Ulsan),HMM,0,1,1,14.0,2021,7,4,6,11,2021-26,171524.0
HMM NURI - E10/F10,hmm nuri,FE4,2021-20,2021-05-23 23:30:00,SCT5,Starboard,Hamburg,5010.0,16010,160927,152003,Liberia,2021,3,Hyundai HI (Ulsan),HMM,0,1,1,16.0,2021,5,20,3,12,2021-20,11801.0
HMM OSLO - C01/D01,hmm oslo,FE2,2021-01,2021-01-17 21:30:00,SCT5,Starboard,Hamburg,14520.0,23792,229039,232311,Panama,2020,5,Samsung HI,HMM,0,1,1,14.0,2021,1,7,3,19,2021-01,418669.0
HMM OSLO - C15/D15,hmm oslo,FE2,2021-19,2021-05-13 20:20:00,SCT5,Starboard,Hamburg,4821.0,23792,229039,232311,Panama,2020,5,Samsung HI,HMM,0,1,1,15.0,2021,5,10,0,11,2021-19,16011.0
HMM OSLO - C34/D34,hmm oslo,FE2,2020-39,2020-10-03 08:00:00,SCT5,Starboard,Hamburg,2190.0,23792,229039,232311,Panama,2020,5,Samsung HI,HMM,0,1,1,12.0,2020,10,1,3,19,2020-39,68102.0
HONG KONG EXPRESS - E32/F32,hong kong express,FE3,2021-35,2021-09-15 23:30:00,SCT5,Starboard,Hong Kong,17971.0,13169,142018,142295,Germany,2013,2,Hyundai HI (Ulsan),Hapag-Lloyd,0,1,1,14.0,2021,9,3,4,11,2021-35,247636.0
HYUNDAI HONGKONG - E22/F22,hyundai hongkong,FE4,2020-38,2020-09-29 16:51:00,SCT2,Starboard,Hamburg,4161.0,6763,80102,74651,Cyprus,2006,7,Hyundai HI (Ulsan),Navios Holdings,0,0,0,12.0,2020,9,26,5,19,2020-38,40773.0
HYUNDAI PRESTIGE - X06/X06,hyundai prestige,ADHOC,2021-11,2021-03-20 12:20:00,SCT2,Starboard,OPTIONAL,21.0,5023,62335,52400,Liberia,2013,2,Hyundai HI (Gunsan),Capital Maritime,0,1,1,0.0,2021,3,20,5,11,2021-11,38485.0
HYUNDAI TACOMA - E05/F05,hyundai tacoma,FE4,2021-11,2021-03-27 20:20:00,SCT2,Starboard,Hamburg,10850.0,6350,72982,71786,Marshall Islands,2009,2,Koyo Dock,HMM,0,1,0,15.0,2021,3,20,5,7,2021-11,38485.0
HYUNDAI TACOMA - E17/F17,hyundai tacoma,FE4,2020-34,2020-08-29 16:15:00,SCT2,Starboard,Yantian,-195.0,6350,72982,71786,Marshall Islands,2009,2,Koyo Dock,HMM,0,1,0,15.0,2020,8,29,5,19,2020-34,9025.0
HYUNDAI TACOMA - E27/F27,hyundai tacoma,FE4,2020-47,2020-11-27 18:50:00,SCT2,Starboard,Hamburg,4280.0,6350,72982,71786,Marshall Islands,2009,2,Koyo Dock,HMM,0,1,0,15.0,2020,11,24,1,19,2020-47,105503.0
INDEPENDENT HORIZON - Y02/Z02,independent horizon,ICL,2021-02,2021-01-15 11:36:00,SCT3,Portside,Antwerpen,996.0,3108,41850,35881,Liberia,2008,2,Szczecin Shipyard,Peter Dohle,0,0,0,16.0,2021,1,14,3,19,2021-02,324372.0
INDEPENDENT HORIZON - Y06/Z06,independent horizon,ICL,2021-06,2021-02-11 17:22:00,SCT3,Portside,Antwerpen,-128.0,3108,41850,35881,Liberia,2008,2,Szczecin Shipyard,Peter Dohle,0,0,0,13.0,2021,2,11,3,19,2021-06,92743.0
INDEPENDENT HORIZON - Y10/Z10,independent horizon,ICL,2021-10,2021-03-12 20:40:00,SCT2,Portside,Antwerpen,1510.0,3108,41850,35881,Liberia,2008,2,Szczecin Shipyard,Peter Dohle,0,0,0,15.0,2021,3,11,3,19,2021-10,40544.0
INDEPENDENT HORIZON - Y14/Z14,independent horizon,ICL,2021-14,2021-04-08 23:35:00,SCT3,Portside,Antwerpen,245.0,3108,41850,35881,Liberia,2008,2,Szczecin Shipyard,Peter Dohle,0,0,0,15.0,2021,4,8,3,19,2021-14,10812.0
INDEPENDENT HORIZON - Y18/Z18,independent horizon,ICL,2021-18,2021-05-06 20:49:00,SCT3,Portside,Antwerpen,79.0,3108,41850,35881,Liberia,2008,2,Szczecin Shipyard,Peter Dohle,0,0,0,12.0,2021,5,6,3,19,2021-18,14747.0
INDEPENDENT HORIZON - Y22/Z22,independent horizon,ICL,2021-22,2021-06-03 18:23:00,SCT3,Portside,Antwerpen,-67.0,3108,41850,35881,Liberia,2008,2,Szczecin Shipyard,Peter Dohle,0,0,0,15.0,2021,6,3,3,19,2021-22,32865.0
INDEPENDENT HORIZON - Y26/Z26,independent horizon,ICL,2021-26,2021-07-01 19:30:00,SCT3,Portside,Antwerpen,0.0,3108,41850,35881,Liberia,2008,2,Szczecin Shipyard,Peter Dohle,0,0,0,17.0,2021,7,1,3,19,2021-26,171524.0
INDEPENDENT HORIZON - Y28/Z28,independent horizon,ICL,2020-28,2020-07-16 16:45:00,SCT1,Portside,Antwerpen,-135.0,3108,41850,35881,Liberia,2008,2,Szczecin Shipyard,Peter Dohle,0,0,0,7.0,2020,7,16,3,19,2020-28,5204.0
INDEPENDENT HORIZON - Y32/Z32,independent horizon,ICL,2020-32,2020-08-13 17:02:00,SCT1,Portside,Antwerpen,-148.0,3108,41850,35881,Liberia,2008,2,Szczecin Shipyard,Peter Dohle,0,0,0,15.0,2020,8,13,3,19,2020-32,7769.0
INDEPENDENT HORIZON - Y34/Z34,independent horizon,ICL,2021-34,2021-08-26 19:35:00,SCT3,Portside,Antwerpen,5.0,3108,41850,35881,Liberia,2008,2,Szczecin Shipyard,Peter Dohle,0,0,0,12.0,2021,8,26,3,19,2021-34,239341.0
INDEPENDENT HORIZON - Y36/Z36,independent horizon,ICL,2020-36,2020-09-10 20:04:00,SCT1,Portside,Antwerpen,64.0,3108,41850,35881,Liberia,2008,2,Szczecin Shipyard,Peter Dohle,0,0,0,17.0,2020,9,10,3,19,2020-36,21432.0
INDEPENDENT HORIZON - Y38/Z38,independent horizon,ICL,2021-38,2021-09-23 20:05:00,SCT3,Portside,Antwerpen,35.0,3108,41850,35881,Liberia,2008,2,Szczecin Shipyard,Peter Dohle,0,0,0,14.0,2021,9,23,3,19,2021-38,235567.0
INDEPENDENT HORIZON - Y40/Z40,independent horizon,ICL,2020-40,2020-10-09 12:10:00,SCT1,Portside,Antwerpen,1030.0,3108,41850,35881,Liberia,2008,2,Szczecin Shipyard,Peter Dohle,0,0,0,14.0,2020,10,8,3,19,2020-40,100828.0
INDEPENDENT HORIZON - Y44/Z44,independent horizon,ICL,2020-44,2020-11-05 22:20:00,SCT1,Portside,Antwerpen,200.0,3108,41850,35881,Liberia,2008,2,Szczecin Shipyard,Peter Dohle,0,0,0,17.0,2020,11,5,3,19,2020-44,157296.0
INDEPENDENT HORIZON - Y48/Z48,independent horizon,ICL,2020-48,2020-12-04 22:09:00,SCT3,Portside,Antwerpen,1629.0,3108,41850,35881,Liberia,2008,2,Szczecin Shipyard,Peter Dohle,0,0,0,19.0,2020,12,3,3,19,2020-48,106446.0
INDEPENDENT HORIZON - Y52/Z52,independent horizon,ICL,2020-52,2020-12-30 15:06:00,SCT3,Portside,Antwerpen,-954.0,3108,41850,35881,Liberia,2008,2,Szczecin Shipyard,Peter Dohle,0,0,0,11.0,2020,12,31,3,7,,
INDEPENDENT PURSUIT - Y03/Z03,independent pursuit,ICL,2021-03,2021-01-22 04:05:00,SCT3,Starboard,Antwerpen,545.0,2546,34236,25320,Germany,2007,6,Jiangsu Yangzijiang,V. Group,0,0,1,12.0,2021,1,21,3,19,2021-03,252117.0
INDEPENDENT PURSUIT - Y07/Z07,independent pursuit,ICL,2021-07,2021-02-19 20:50:00,SCT3,Starboard,Antwerpen,1520.0,2546,34236,25320,Germany,2007,6,Jiangsu Yangzijiang,V. Group,0,0,1,14.0,2021,2,18,3,19,2021-07,77654.0
INDEPENDENT PURSUIT - Y11/Z11,independent pursuit,ICL,2021-11,2021-03-19 12:00:00,SCT3,Portside,Antwerpen,990.0,2546,34236,25320,Germany,2007,6,Jiangsu Yangzijiang,V. Group,0,0,1,14.0,2021,3,18,3,19,2021-11,38485.0
INDEPENDENT PURSUIT - Y15/Z15,independent pursuit,ICL,2021-15,2021-04-15 19:48:00,SCT3,Portside,Antwerpen,18.0,2546,34236,25320,Germany,2007,6,Jiangsu Yangzijiang,V. Group,0,0,1,16.0,2021,4,15,3,19,2021-15,18450.0
INDEPENDENT PURSUIT - Y19/Z19,independent pursuit,ICL,2021-19,2021-05-13 12:10:00,SCT3,Portside,Antwerpen,-440.0,2546,34236,25320,Germany,2007,6,Jiangsu Yangzijiang,V. Group,0,0,1,14.0,2021,5,13,3,19,2021-19,16011.0
INDEPENDENT PURSUIT - Y23/Z23,independent pursuit,ICL,2021-23,2021-06-10 19:22:00,SCT3,Portside,Antwerpen,-8.0,2546,34236,25320,Germany,2007,6,Jiangsu Yangzijiang,V. Group,0,0,1,12.0,2021,6,10,3,19,2021-23,48977.0
INDEPENDENT PURSUIT - Y27/Z27,independent pursuit,ICL,2020-27,2020-07-09 18:48:00,SCT1,Portside,Antwerpen,-12.0,2546,34236,25320,Germany,2007,6,Jiangsu Yangzijiang,V. Group,0,0,1,6.0,2020,7,9,3,19,2020-27,4223.0
INDEPENDENT PURSUIT - Y35/Z35,independent pursuit,ICL,2020-35,2020-09-03 19:00:00,SCT1,Starboard,Antwerpen,-30.0,2546,34236,25320,Germany,2007,6,Jiangsu Yangzijiang,V. Group,0,0,1,15.0,2020,9,3,3,19,2020-35,12832.0
INDEPENDENT PURSUIT - Y39/Z39,independent pursuit,ICL,2020-39,2020-10-02 18:55:00,SCT1,Starboard,Antwerpen,1435.0,2546,34236,25320,Germany,2007,6,Jiangsu Yangzijiang,V. Group,0,0,1,12.0,2020,10,1,3,19,2020-39,68102.0
INDEPENDENT PURSUIT - Y43/Z43,independent pursuit,ICL,2020-43,2020-10-29 19:10:00,SCT1,Starboard,Antwerpen,10.0,2546,34236,25320,Germany,2007,6,Jiangsu Yangzijiang,V. Group,0,0,1,15.0,2020,10,29,3,19,2020-43,161214.0
INDEPENDENT PURSUIT - Y47/Z47,independent pursuit,ICL,2020-47,2020-11-26 23:15:00,SCT1,Starboard,Antwerpen,255.0,2546,34236,25320,Germany,2007,6,Jiangsu Yangzijiang,V. Group,0,0,1,12.0,2020,11,26,3,19,2020-47,105503.0
INDEPENDENT PURSUIT - Y51/Z51,independent pursuit,ICL,2020-51,2020-12-24 00:32:00,SCT3,Portside,Antwerpen,332.0,2546,34236,25320,Germany,2007,6,Jiangsu Yangzijiang,V. Group,0,0,1,39.0,2020,12,23,2,19,2020-51,249068.0
INDEPENDENT QUEST - Y01/Z01,independent quest,ICL,2021-01,2021-01-07 18:30:00,SCT3,Portside,Antwerpen,-30.0,3100,41743,35645,Madeira,2005,7,Szczecin Shipyard,"Oltmann, Schiff.",0,0,0,14.0,2021,1,7,3,19,2021-01,418669.0
INDEPENDENT QUEST - Y05/Z05,independent quest,ICL,2021-05,2021-02-04 19:10:00,SCT3,Portside,Antwerpen,-20.0,3100,41743,35645,Madeira,2005,7,Szczecin Shipyard,"Oltmann, Schiff.",0,0,0,16.0,2021,2,4,3,19,2021-05,128994.0
INDEPENDENT QUEST - Y09/Z09,independent quest,ICL,2021-09,2021-03-05 02:10:00,SCT3,Portside,Antwerpen,400.0,3100,41743,35645,Madeira,2005,7,Szczecin Shipyard,"Oltmann, Schiff.",0,0,0,13.0,2021,3,4,3,19,2021-09,42339.0
INDEPENDENT QUEST - Y13/Z13,independent quest,ICL,2021-13,2021-04-01 17:47:00,SCT3,Portside,Antwerpen,-103.0,3100,41743,35645,Madeira,2005,7,Szczecin Shipyard,"Oltmann, Schiff.",0,0,0,13.0,2021,4,1,3,19,2021-13,26785.0
INDEPENDENT QUEST - Y17/Z17,independent quest,ICL,2021-17,2021-04-29 15:15:00,SCT3,Portside,Antwerpen,-255.0,3100,41743,35645,Madeira,2005,7,Szczecin Shipyard,"Oltmann, Schiff.",0,0,0,15.0,2021,4,29,3,19,2021-17,15388.0
INDEPENDENT QUEST - Y21/Z21,independent quest,ICL,2021-21,2021-05-27 18:31:00,SCT3,Portside,Antwerpen,-59.0,3100,41743,35645,Madeira,2005,7,Szczecin Shipyard,"Oltmann, Schiff.",0,0,0,13.0,2021,5,27,3,19,2021-21,21547.0
INDEPENDENT QUEST - Y25/Z25,independent quest,ICL,2021-25,2021-06-24 19:05:00,SCT3,Portside,Antwerpen,-25.0,3100,41743,35645,Madeira,2005,7,Szczecin Shipyard,"Oltmann, Schiff.",0,0,0,15.0,2021,6,24,3,19,2021-25,102576.0
INDEPENDENT QUEST - Y29/Z29,independent quest,ICL,2021-29,2021-07-23 01:50:00,SCT3,Portside,Antwerpen,380.0,3100,41743,35645,Madeira,2005,7,Szczecin Shipyard,"Oltmann, Schiff.",0,0,0,13.0,2021,7,22,3,19,2021-29,268123.0
INDEPENDENT QUEST - Y33/Z33,independent quest,ICL,2021-33,2021-08-19 18:54:00,SCT3,Portside,Antwerpen,-36.0,3100,41743,35645,Madeira,2005,7,Szczecin Shipyard,"Oltmann, Schiff.",0,0,0,15.0,2021,8,19,3,19,2021-33,226406.0
INDEPENDENT QUEST - Y37/Z37,independent quest,ICL,2021-37,2021-09-17 02:30:00,SCT3,Portside,Antwerpen,420.0,3100,41743,35645,Madeira,2005,7,Szczecin Shipyard,"Oltmann, Schiff.",0,0,0,12.0,2021,9,16,3,19,2021-37,205039.0
INDEPENDENT QUEST - Y41/Z41,independent quest,ICL,2020-41,2020-10-15 22:52:00,SCT1,Starboard,Antwerpen,231.0,3100,41743,35645,Madeira,2005,7,Szczecin Shipyard,"Oltmann, Schiff.",0,0,0,6.0,2020,10,15,3,19,2020-41,118845.0
INDEPENDENT QUEST - Y45/Z45,independent quest,ICL,2020-45,2020-11-12 18:00:00,SCT1,Portside,Antwerpen,-60.0,3100,41743,35645,Madeira,2005,7,Szczecin Shipyard,"Oltmann, Schiff.",0,0,0,14.0,2020,11,12,3,19,2020-45,177534.0
INDEPENDENT QUEST - Y49/Z49,independent quest,ICL,2020-49,2020-12-10 22:09:00,SCT3,Portside,Antwerpen,189.0,3100,41743,35645,Madeira,2005,7,Szczecin Shipyard,"Oltmann, Schiff.",0,0,0,26.0,2020,12,10,3,19,2020-49,126739.0
INDEPENDENT SPIRIT - Y29/Z29,independent spirit,ICL,2020-29,2020-07-23 16:07:00,SCT1,Starboard,Antwerpen,-173.0,2546,33800,25320,Germany,2007,9,Jiangsu Yangzijiang,V. Group,0,0,1,9.0,2020,7,23,3,19,2020-29,4662.0
INDEPENDENT SPIRIT - Y33/Z33,independent spirit,ICL,2020-33,2020-08-20 19:00:00,SCT1,Starboard,Antwerpen,-30.0,2546,33800,25320,Germany,2007,9,Jiangsu Yangzijiang,V. Group,0,0,1,16.0,2020,8,20,3,19,2020-33,7300.0
INDEPENDENT SPIRIT - Y37/Z37,independent spirit,ICL,2020-37,2020-09-17 20:40:00,SCT1,Portside,Antwerpen,70.0,2546,33800,25320,Germany,2007,9,Jiangsu Yangzijiang,V. Group,0,0,1,13.0,2020,9,17,3,19,2020-37,25814.0
INDEPENDENT VISION - Y04/Z04,independent vision,ICL,2021-04,2021-01-28 18:35:00,SCT3,Portside,Antwerpen,-25.0,3100,42850,35881,Madeira,2006,10,Szczecin Shipyard,Ernst Russ AG,0,0,0,14.0,2021,1,28,3,19,2021-04,170326.0
INDEPENDENT VISION - Y08/Z08,independent vision,ICL,2021-08,2021-02-25 23:45:00,SCT3,Portside,Antwerpen,255.0,3100,42850,35881,Madeira,2006,10,Szczecin Shipyard,Ernst Russ AG,0,0,0,16.0,2021,2,25,3,19,2021-08,61249.0
INDEPENDENT VISION - Y12/Z12,independent vision,ICL,2021-12,2021-03-26 09:04:00,SCT3,Portside,Antwerpen,814.0,3100,42850,35881,Madeira,2006,10,Szczecin Shipyard,Ernst Russ AG,0,0,0,16.0,2021,3,25,3,19,2021-12,36818.0
INDEPENDENT VISION - Y16/Z16,independent vision,ICL,2021-16,2021-04-22 21:22:00,SCT3,Portside,Antwerpen,112.0,3100,42850,35881,Madeira,2006,10,Szczecin Shipyard,Ernst Russ AG,0,0,0,13.0,2021,4,22,3,19,2021-16,17383.0
INDEPENDENT VISION - Y20/Z20,independent vision,ICL,2021-20,2021-05-22 13:08:00,SCT3,Portside,Antwerpen,2498.0,3100,42850,35881,Madeira,2006,10,Szczecin Shipyard,Ernst Russ AG,0,0,0,16.0,2021,5,20,3,19,2021-20,11801.0
INDEPENDENT VISION - Y24/Z24,independent vision,ICL,2021-24,2021-06-17 19:00:00,SCT3,Portside,Antwerpen,-30.0,3100,42850,35881,Madeira,2006,10,Szczecin Shipyard,Ernst Russ AG,0,0,0,13.0,2021,6,17,3,19,2021-24,64289.0
