Ship_ID,Vessel_Name,Service,ETA,ATA,Berth,Side,NextPort,Delay,Size,Dwt,GT,Flag,Built_Year,Built_Month,Builder,Owner,Alternative_Fuel,SOx_Scrubber,Eco_Engine,Days_Before_ETA_Info,ETA_Year,ETA_Month,ETA_Day,ETA_Weekday,ETA_Hour,date,new_cases
JSP SLIDUR - 26A/26A,jsp slidur,ISX3,2021-22,2021-06-04 07:05:00,SCT1,Starboard,Rotterdam,1985.0,868,11433,9962,Madeira,2007,8,J. J. Sietas,Jebsen Shipping,0,0,0,9.0,2021,6,2,2,22,2021-22,32865.0
JSP SLIDUR - 31A/31A,jsp slidur,ISX3,2021-23,2021-06-18 07:30:00,SCT1,Starboard,Rotterdam,6480.0,868,11433,9962,Madeira,2007,8,J. J. Sietas,Jebsen Shipping,0,0,0,15.0,2021,6,13,6,19,2021-23,48977.0
JSP SLIDUR - 35A/35A,jsp slidur,ISX3,2021-26,2021-07-05 00:17:00,SCT1,Starboard,Rotterdam,8207.0,868,11433,9962,Madeira,2007,8,J. J. Sietas,Jebsen Shipping,0,0,0,14.0,2021,6,29,1,7,2021-26,171524.0
JSP SLIDUR - 37A/37A,jsp slidur,ISX3,2021-27,2021-07-11 06:16:00,SCT1,Starboard,Rotterdam,7126.0,868,11433,9962,Madeira,2007,8,J. J. Sietas,Jebsen Shipping,0,0,0,16.0,2021,7,6,1,7,2021-27,218994.0
JSP SLIDUR - 43A/43A,jsp slidur,ISX3,2021-29,2021-07-22 07:53:00,SCT1,Portside,Rotterdam,2903.0,868,11433,9962,Madeira,2007,8,J. J. Sietas,Jebsen Shipping,0,0,0,15.0,2021,7,20,1,7,2021-29,268123.0
JSP SLIDUR - 47A/47A,jsp slidur,ISX3,2021-30,2021-08-03 22:57:00,SCT4,Starboard,Rotterdam,11727.0,868,11433,9962,Madeira,2007,8,J. J. Sietas,Jebsen Shipping,0,0,0,12.0,2021,7,26,0,19,2021-30,184195.0
JSP SLIDUR - 48A/48A,jsp slidur,ISX3,2021-30,2021-08-16 10:43:00,SCT4,Starboard,Rotterdam,20804.0,868,11433,9962,Madeira,2007,8,J. J. Sietas,Jebsen Shipping,0,0,0,13.0,2021,8,1,6,23,2021-30,184195.0
JSP SLIDUR - 55A/55A,jsp slidur,ISX3,2021-34,2021-08-29 17:05:00,SCT4,Starboard,Rotterdam,4175.0,868,11433,9962,Madeira,2007,8,J. J. Sietas,Jebsen Shipping,0,0,0,12.0,2021,8,26,3,19,2021-34,239341.0
JSP SLIDUR - 60A/60A,jsp slidur,ISX3,2021-37,2021-09-22 10:56:00,SCT4,Starboard,Rotterdam,11726.0,868,11433,9962,Madeira,2007,8,J. J. Sietas,Jebsen Shipping,0,0,0,15.0,2021,9,14,1,7,2021-37,205039.0
KOI - J12/J12,koi,EPIC,2021-18,2021-05-05 06:00:00,SCT3,Starboard,Bremerhaven,1081.0,8586,102518,91621,Liberia,2011,4,Hyundai Samho HI,Oceonix Services Ltd,0,0,1,14.0,2021,5,4,1,11,2021-18,14747.0
KOI - J20/J20,koi,EPIC,2021-26,2021-06-29 13:00:00,SCT3,Starboard,Bremerhaven,0.0,8586,102518,91621,Liberia,2011,4,Hyundai Samho HI,Oceonix Services Ltd,0,0,1,15.0,2021,6,29,1,13,2021-26,171524.0
KOI - J28/J28,koi,EPIC,2021-34,2021-08-24 13:00:00,SCT3,Starboard,Bremerhaven,0.0,8586,102518,91621,Liberia,2011,4,Hyundai Samho HI,Oceonix Services Ltd,0,0,1,15.0,2021,8,24,1,13,2021-34,239341.0
LANA - A04/A04,lana,LEVANT,2021-04,2021-01-29 22:28:00,SCT2,Starboard,Rotterdam,178.0,4380,59400,47855,Liberia,2010,7,Daewoo (DSME),Marlow Navigation,0,0,0,5.0,2021,1,29,4,19,2021-04,170326.0
LANA - A09/A09,lana,LEVANT,2021-09,2021-03-15 21:00:00,SCT3,Starboard,Rotterdam,14490.0,4380,59400,47855,Liberia,2010,7,Daewoo (DSME),Marlow Navigation,0,0,0,14.0,2021,3,5,4,19,2021-09,42339.0
LANA - A14/A14,lana,LEVANT,2021-14,2021-04-13 18:30:00,SCT3,Starboard,Rotterdam,4980.0,4380,59400,47855,Liberia,2010,7,Daewoo (DSME),Marlow Navigation,0,0,0,16.0,2021,4,10,5,7,2021-14,10812.0
LE HAVRE - R05/S05,le havre,EPIC1,2021-05,2021-02-06 00:23:00,SCT3,Starboard,Rotterdam,6053.0,9572,111737,108069,Cyprus,2006,11,Samsung HI,Danaos Shipping,0,1,0,13.0,2021,2,1,0,19,2021-05,128994.0
LE HAVRE - R22/S22,le havre,IPAK,2021-22,2021-05-31 19:35:00,SCT2,Starboard,Rotterdam,5.0,9572,111737,108069,Cyprus,2006,11,Samsung HI,Danaos Shipping,0,1,0,12.0,2021,5,31,0,19,2021-22,32865.0
LE HAVRE - R33/S33,le havre,EPIC1,2020-33,2020-08-18 00:28:00,SCT2,Starboard,Rotterdam,298.0,9572,111737,108069,Cyprus,2006,11,Samsung HI,Danaos Shipping,0,1,0,13.0,2020,8,17,0,19,2020-33,7300.0
LE HAVRE - R41/S41,le havre,EPIC1,2020-41,2020-10-12 19:33:00,SCT3,Starboard,Rotterdam,32.0,9572,111737,108069,Cyprus,2006,11,Samsung HI,Danaos Shipping,0,1,0,13.0,2020,10,12,0,19,2020-41,118845.0
LE HAVRE - R49/S49,le havre,EPIC1,2020-49,2020-12-10 15:16:00,SCT3,Starboard,Rotterdam,4096.0,9572,111737,108069,Cyprus,2006,11,Samsung HI,Danaos Shipping,0,1,0,23.0,2020,12,7,0,19,2020-49,126739.0
LOTUS A - J06/J06,lotus a,EPIC,2021-12,2021-03-23 20:35:00,SCT3,Starboard,Bremerhaven,335.0,8586,102518,91621,Liberia,2010,4,Hyundai Samho HI,Oceonix Services Ltd,0,0,1,14.0,2021,3,23,1,15,2021-12,36818.0
LOTUS A - J14/J14,lotus a,EPIC,2021-20,2021-05-19 17:30:00,SCT3,Starboard,Bremerhaven,1710.0,8586,102518,91621,Liberia,2010,4,Hyundai Samho HI,Oceonix Services Ltd,0,0,1,14.0,2021,5,18,1,13,2021-20,11801.0
LOTUS A - J22/J22,lotus a,EPIC,2021-28,2021-07-12 13:45:00,SCT2,Starboard,Bremerhaven,-1395.0,8586,102518,91621,Liberia,2010,4,Hyundai Samho HI,Oceonix Services Ltd,0,0,1,14.0,2021,7,13,1,13,2021-28,316114.0
LOTUS A - J30/J30,lotus a,EPIC,2021-36,2021-09-07 12:55:00,SCT3,Starboard,Bremerhaven,-5.0,8586,102518,91621,Liberia,2010,4,Hyundai Samho HI,Oceonix Services Ltd,0,0,1,14.0,2021,9,7,1,13,2021-36,249212.0
MAERSK BALI - Q05/P05,maersk bali,ECU,2021-05,2021-02-04 07:05:00,SCT2,Portside,Antwerpen,5.0,3078,43123,35835,Singapore,2008,8,HHIC (Yeongdo),A.P. Moller,0,0,1,15.0,2021,2,4,3,7,2021-05,128994.0
MAERSK BALI - Q13/P13,maersk bali,ECU,2021-13,2021-04-01 06:00:00,SCT3,Starboard,Antwerpen,-60.0,3078,43123,35835,Singapore,2008,8,HHIC (Yeongdo),A.P. Moller,0,0,1,12.0,2021,4,1,3,7,2021-13,26785.0
MAERSK BALI - Q21/P21,maersk bali,ECU,2021-21,2021-05-27 07:29:00,SCT3,Portside,Antwerpen,29.0,3078,43123,35835,Singapore,2008,8,HHIC (Yeongdo),A.P. Moller,0,0,1,12.0,2021,5,27,3,7,2021-21,21547.0
MAERSK BALI - Q29/P29,maersk bali,ECU,2021-29,2021-07-22 06:30:00,SCT3,Portside,Antwerpen,-30.0,3078,43123,35835,Singapore,2008,8,HHIC (Yeongdo),A.P. Moller,0,0,1,12.0,2021,7,22,3,7,2021-29,268123.0
MAERSK BALI - Q34/P34,maersk bali,ECU,2020-33,2020-08-20 06:30:00,SCT2,Portside,Antwerpen,-60.0,3078,43123,35835,Singapore,2008,8,HHIC (Yeongdo),A.P. Moller,0,0,1,15.0,2020,8,20,3,7,2020-33,7300.0
MAERSK BALI - Q37/P37,maersk bali,ECU,2021-37,2021-09-16 07:30:00,SCT2,Portside,Antwerpen,30.0,3078,43123,35835,Singapore,2008,8,HHIC (Yeongdo),A.P. Moller,0,0,1,11.0,2021,9,16,3,7,2021-37,205039.0
MAERSK BALI - Q42/P42,maersk bali,ECU,2020-41,2020-10-15 06:30:00,SCT2,Portside,Antwerpen,-31.0,3078,43123,35835,Singapore,2008,8,HHIC (Yeongdo),A.P. Moller,0,0,1,15.0,2020,10,15,3,7,2020-41,118845.0
MAERSK BALI - Q50/P50,maersk bali,ECU,2020-49,2020-12-10 06:15:00,SCT1,Portside,Antwerpen,-45.0,3078,43123,35835,Singapore,2008,8,HHIC (Yeongdo),A.P. Moller,0,0,1,25.0,2020,12,10,3,7,2020-49,126739.0
MAERSK BATAM - Q01/P01,maersk batam,ECU,2021-01,2021-01-07 09:05:00,SCT2,Portside,Antwerpen,125.0,3078,43127,35835,Singapore,2008,4,HHIC (Yeongdo),A.P. Moller,0,0,1,13.0,2021,1,7,3,7,2021-01,418669.0
MAERSK BATAM - Q09/P09,maersk batam,ECU,2021-09,2021-03-04 17:00:00,SCT3,Starboard,Antwerpen,600.0,3078,43127,35835,Singapore,2008,4,HHIC (Yeongdo),A.P. Moller,0,0,1,12.0,2021,3,4,3,7,2021-09,42339.0
MAERSK BATAM - Q17/P17,maersk batam,ECU,2021-17,2021-04-29 06:37:00,SCT3,Starboard,Antwerpen,-23.0,3078,43127,35835,Singapore,2008,4,HHIC (Yeongdo),A.P. Moller,0,0,1,14.0,2021,4,29,3,7,2021-17,15388.0
MAERSK BATAM - Q25/P25,maersk batam,ECU,2021-25,2021-06-24 06:31:00,SCT3,Starboard,Antwerpen,-29.0,3078,43127,35835,Singapore,2008,4,HHIC (Yeongdo),A.P. Moller,0,0,1,14.0,2021,6,24,3,7,2021-25,102576.0
MAERSK BATAM - Q30/P30,maersk batam,ECU,2020-29,2020-07-23 06:30:00,SCT2,Portside,Antwerpen,-60.0,3078,43127,35835,Singapore,2008,4,HHIC (Yeongdo),A.P. Moller,0,0,1,8.0,2020,7,23,3,7,2020-29,4662.0
MAERSK BATAM - Q33/P33,maersk batam,ECU,2021-33,2021-08-19 08:00:00,SCT3,Portside,Antwerpen,30.0,3078,43127,35835,Singapore,2008,4,HHIC (Yeongdo),A.P. Moller,0,0,1,14.0,2021,8,19,3,7,2021-33,226406.0
MAERSK BATAM - Q38/P38,maersk batam,ECU,2020-37,2020-09-17 06:45:00,SCT3,Portside,Antwerpen,-15.0,3078,43127,35835,Singapore,2008,4,HHIC (Yeongdo),A.P. Moller,0,0,1,12.0,2020,9,17,3,7,2020-37,25814.0
MAERSK BATAM - Q46/P46,maersk batam,ECU,2020-45,2020-11-12 12:15:00,SCT2,Portside,Antwerpen,315.0,3078,43127,35835,Singapore,2008,4,HHIC (Yeongdo),A.P. Moller,0,0,1,13.0,2020,11,12,3,7,2020-45,177534.0
MAERSK BATUR - Q06/P06,maersk batur,ECU,2021-06,2021-02-11 21:55:00,SCT1,Starboard,Antwerpen,895.0,3078,43123,35835,Singapore,2009,12,HHIC (Yeongdo),A.P. Moller,0,0,1,12.0,2021,2,11,3,7,2021-06,92743.0
MAERSK BATUR - Q14/P14,maersk batur,ECU,2021-14,2021-04-08 19:40:00,SCT3,Portside,Antwerpen,760.0,3078,43123,35835,Singapore,2009,12,HHIC (Yeongdo),A.P. Moller,0,0,1,14.0,2021,4,8,3,7,2021-14,10812.0
MAERSK BATUR - Q22/P22,maersk batur,ECU,2021-22,2021-06-03 06:15:00,SCT3,Portside,Antwerpen,-45.0,3078,43123,35835,Singapore,2009,12,HHIC (Yeongdo),A.P. Moller,0,0,1,14.0,2021,6,3,3,7,2021-22,32865.0
MAERSK BATUR - Q30/P30,maersk batur,ECU,2021-30,2021-07-29 03:00:00,SCT3,Portside,Antwerpen,-240.0,3078,43123,35835,Singapore,2009,12,HHIC (Yeongdo),A.P. Moller,0,0,1,14.0,2021,7,29,3,7,2021-30,184195.0
MAERSK BATUR - Q35/P35,maersk batur,ECU,2020-34,2020-08-27 11:07:00,SCT2,Portside,Antwerpen,217.0,3078,43123,35835,Singapore,2009,12,HHIC (Yeongdo),A.P. Moller,0,0,1,12.0,2020,8,27,3,7,2020-34,9025.0
MAERSK BATUR - Q38/P38,maersk batur,ECU,2021-38,2021-09-23 07:30:00,SCT2,Portside,Antwerpen,30.0,3078,43123,35835,Singapore,2009,12,HHIC (Yeongdo),A.P. Moller,0,0,1,13.0,2021,9,23,3,7,2021-38,235567.0
MAERSK BATUR - Q43/P43,maersk batur,ECU,2020-42,2020-10-22 10:30:00,SCT2,Portside,Antwerpen,210.0,3078,43123,35835,Singapore,2009,12,HHIC (Yeongdo),A.P. Moller,0,0,1,12.0,2020,10,22,3,7,2020-42,151548.0
MAERSK BATUR - Q99/P99,maersk batur,ECU,2020-50,2020-12-17 16:55:00,SCT1,Portside,Antwerpen,595.0,3078,43123,35835,Singapore,2009,12,HHIC (Yeongdo),A.P. Moller,0,0,1,2.0,2020,12,17,3,7,2020-50,191671.0
MAERSK BRANI - Q08/P08,maersk brani,ECU,2021-08,2021-02-25 08:10:00,SCT1,Starboard,Antwerpen,70.0,3075,43123,35835,Singapore,2010,2,HHIC (Yeongdo),A.P. Moller,0,0,1,15.0,2021,2,25,3,7,2021-08,61249.0
MAERSK BRANI - Q16/P16,maersk brani,ECU,2021-16,2021-04-22 07:24:00,SCT2,Starboard,Antwerpen,24.0,3075,43123,35835,Singapore,2010,2,HHIC (Yeongdo),A.P. Moller,0,0,1,12.0,2021,4,22,3,7,2021-16,17383.0
MAERSK BRANI - Q24/P24,maersk brani,ECU,2021-24,2021-06-17 01:54:00,SCT3,Starboard,Antwerpen,-306.0,3075,43123,35835,Singapore,2010,2,HHIC (Yeongdo),A.P. Moller,0,0,1,12.0,2021,6,17,3,7,2021-24,64289.0
MAERSK BRANI - Q29/P29,maersk brani,ECU,2020-28,2020-07-16 06:15:00,SCT2,Portside,Antwerpen,-75.0,3075,43123,35835,Singapore,2010,2,HHIC (Yeongdo),A.P. Moller,0,0,1,6.0,2020,7,16,3,7,2020-28,5204.0
MAERSK BRANI - Q32/P32,maersk brani,ECU,2021-32,2021-08-12 06:25:00,SCT3,Portside,Antwerpen,-65.0,3075,43123,35835,Singapore,2010,2,HHIC (Yeongdo),A.P. Moller,0,0,1,13.0,2021,8,12,3,7,2021-32,199040.0
MAERSK BRANI - Q37/P37,maersk brani,ECU,2020-36,2020-09-10 07:00:00,SCT2,Portside,Antwerpen,0.0,3075,43123,35835,Singapore,2010,2,HHIC (Yeongdo),A.P. Moller,0,0,1,16.0,2020,9,10,3,7,2020-36,21432.0
MAERSK BRANI - Q45/P45,maersk brani,ECU,2020-44,2020-11-05 06:45:00,SCT2,Portside,Antwerpen,-15.0,3075,43123,35835,Singapore,2010,2,HHIC (Yeongdo),A.P. Moller,0,0,1,16.0,2020,11,5,3,7,2020-44,157296.0
MAERSK BRANI - Q52/P52,maersk brani,ECU,2020-52,2020-12-31 15:05:00,SCT2,Portside,Antwerpen,485.0,3075,43123,35835,Singapore,2010,2,HHIC (Yeongdo),A.P. Moller,0,0,1,16.0,2020,12,31,3,7,,
MAERSK BRATAN - Q04/P04,maersk bratan,ECU,2021-04,2021-01-28 07:00:00,SCT2,Portside,Antwerpen,0.0,3078,43123,35835,Singapore,2009,7,HHIC (Yeongdo),A.P. Moller,0,0,1,13.0,2021,1,28,3,7,2021-04,170326.0
MAERSK BRATAN - Q12/P12,maersk bratan,ECU,2021-12,2021-03-25 13:30:00,SCT3,Starboard,Antwerpen,390.0,3078,43123,35835,Singapore,2009,7,HHIC (Yeongdo),A.P. Moller,0,0,1,15.0,2021,3,25,3,7,2021-12,36818.0
MAERSK BRATAN - Q20/P20,maersk bratan,ECU,2021-20,2021-05-20 06:44:00,SCT3,Portside,Antwerpen,-16.0,3078,43123,35835,Singapore,2009,7,HHIC (Yeongdo),A.P. Moller,0,0,1,15.0,2021,5,20,3,7,2021-20,11801.0
MAERSK BRATAN - Q28/P28,maersk bratan,ECU,2021-28,2021-07-15 05:40:00,SCT3,Portside,Antwerpen,-80.0,3078,43123,35835,Singapore,2009,7,HHIC (Yeongdo),A.P. Moller,0,0,1,15.0,2021,7,15,3,7,2021-28,316114.0
MAERSK BRATAN - Q33/P33,maersk bratan,ECU,2020-32,2020-08-13 06:00:00,SCT3,Portside,Antwerpen,-91.0,3078,43123,35835,Singapore,2009,7,HHIC (Yeongdo),A.P. Moller,0,0,1,14.0,2020,8,13,3,7,2020-32,7769.0
MAERSK BRATAN - Q36/P36,maersk bratan,ECU,2021-36,2021-09-09 07:45:00,SCT3,Portside,Antwerpen,45.0,3078,43123,35835,Singapore,2009,7,HHIC (Yeongdo),A.P. Moller,0,0,1,15.0,2021,9,9,3,7,2021-36,249212.0
MAERSK BRATAN - Q41/P41,maersk bratan,ECU,2020-40,2020-10-08 04:22:00,SCT2,Portside,Antwerpen,-158.0,3078,43123,35835,Singapore,2009,7,HHIC (Yeongdo),A.P. Moller,0,0,1,13.0,2020,10,8,3,7,2020-40,100828.0
MAERSK BRATAN - Q49/P49,maersk bratan,ECU,2020-48,2020-12-03 04:29:00,SCT1,Portside,Antwerpen,-151.0,3078,43123,35835,Singapore,2009,7,HHIC (Yeongdo),A.P. Moller,0,0,1,18.0,2020,12,3,3,7,2020-48,106446.0
MAERSK BULAN - Q07/P07,maersk bulan,ECU,2021-07,2021-02-18 04:30:00,SCT1,Starboard,Antwerpen,-150.0,3078,43127,35835,Singapore,2008,10,HHIC (Yeongdo),A.P. Moller,0,0,1,13.0,2021,2,18,3,7,2021-07,77654.0
MAERSK BULAN - Q15/P15,maersk bulan,ECU,2021-15,2021-04-18 11:58:00,SCT3,Starboard,Antwerpen,4618.0,3078,43127,35835,Singapore,2008,10,HHIC (Yeongdo),A.P. Moller,0,0,1,15.0,2021,4,15,3,7,2021-15,18450.0
MAERSK BULAN - Q23/P23,maersk bulan,ECU,2021-23,2021-06-10 06:30:00,SCT3,Portside,Antwerpen,-30.0,3078,43127,35835,Singapore,2008,10,HHIC (Yeongdo),A.P. Moller,0,0,1,11.0,2021,6,10,3,7,2021-23,48977.0
MAERSK BULAN - Q28/P28,maersk bulan,ECU,2020-27,2020-07-09 06:11:00,SCT2,Portside,Antwerpen,-49.0,3078,43127,35835,Singapore,2008,10,HHIC (Yeongdo),A.P. Moller,0,0,1,5.0,2020,7,9,3,7,2020-27,4223.0
MAERSK BULAN - Q31/P31,maersk bulan,ECU,2021-31,2021-08-05 06:30:00,SCT3,Portside,Antwerpen,-30.0,3078,43127,35835,Singapore,2008,10,HHIC (Yeongdo),A.P. Moller,0,0,1,16.0,2021,8,5,3,7,2021-31,190523.0
MAERSK BULAN - Q36/P36,maersk bulan,ECU,2020-35,2020-09-03 06:00:00,SCT2,Portside,Antwerpen,-90.0,3078,43127,35835,Singapore,2008,10,HHIC (Yeongdo),A.P. Moller,0,0,1,14.0,2020,9,3,3,7,2020-35,12832.0
MAERSK BULAN - Q39/P39,maersk bulan,ECU,2021-39,2021-09-30 06:30:00,SCT3,Portside,Antwerpen,-30.0,3078,43127,35835,Singapore,2008,10,HHIC (Yeongdo),A.P. Moller,0,0,1,15.0,2021,9,30,3,7,2021-39,237452.0
MAERSK BULAN - Q44/P44,maersk bulan,ECU,2020-43,2020-10-29 07:00:00,SCT2,Portside,Antwerpen,0.0,3078,43127,35835,Singapore,2008,10,HHIC (Yeongdo),A.P. Moller,0,0,1,14.0,2020,10,29,3,7,2020-43,161214.0
MAERSK BULAN - Q51/P51,maersk bulan,ECU,2020-51,2020-12-23 07:00:00,SCT1,Portside,Antwerpen,-1440.0,3078,43127,35835,Singapore,2008,10,HHIC (Yeongdo),A.P. Moller,0,0,1,39.0,2020,12,24,3,7,2020-51,249068.0
MAERSK BUTON - Q03/P03,maersk buton,ECU,2021-03,2021-01-21 19:40:00,SCT2,Portside,Antwerpen,760.0,3078,43123,35835,Singapore,2008,7,HHIC (Yeongdo),A.P. Moller,0,0,1,11.0,2021,1,21,3,7,2021-03,252117.0
MAERSK BUTON - Q11/P11,maersk buton,ECU,2021-11,2021-03-18 12:45:00,SCT3,Starboard,Antwerpen,345.0,3078,43123,35835,Singapore,2008,7,HHIC (Yeongdo),A.P. Moller,0,0,1,13.0,2021,3,18,3,7,2021-11,38485.0
MAERSK BUTON - Q19/P19,maersk buton,ECU,2021-19,2021-05-14 07:12:00,SCT3,Starboard,Antwerpen,1452.0,3078,43123,35835,Singapore,2008,7,HHIC (Yeongdo),A.P. Moller,0,0,1,13.0,2021,5,13,3,7,2021-19,16011.0
MAERSK BUTON - Q32/P32,maersk buton,ECU,2020-31,2020-08-06 06:00:00,SCT3,Portside,Antwerpen,-90.0,3078,43123,35835,Singapore,2008,7,HHIC (Yeongdo),A.P. Moller,0,0,1,12.0,2020,8,6,3,7,2020-31,6265.0
MAERSK BUTON - Q35/P35,maersk buton,ECU,2021-35,2021-09-02 05:00:00,SCT2,Portside,Antwerpen,-120.0,3078,43123,35835,Singapore,2008,7,HHIC (Yeongdo),A.P. Moller,0,0,1,13.0,2021,9,2,3,7,2021-35,247636.0
MAERSK BUTON - Q40/P40,maersk buton,ECU,2020-39,2020-10-01 06:30:00,SCT2,Portside,Antwerpen,-30.0,3078,43123,35835,Singapore,2008,7,HHIC (Yeongdo),A.P. Moller,0,0,1,11.0,2020,10,1,3,7,2020-39,68102.0
MAERSK BUTON - Q48/P48,maersk buton,ECU,2020-47,2020-11-26 08:30:00,SCT1,Portside,Antwerpen,90.0,3078,43123,35835,Singapore,2008,7,HHIC (Yeongdo),A.P. Moller,0,0,1,11.0,2020,11,26,3,7,2020-47,105503.0
MALIK AL ASHTAR - E21/F21,malik al ashtar,FE4,2020-37,2020-09-17 02:10:00,SCT3,Starboard,Hamburg,1840.0,13470,145327,141077,Malta,2012,3,Samsung HI,Hapag-Lloyd,0,0,1,17.0,2020,9,15,1,19,2020-37,25814.0
MANDALAY - X41/X41,mandalay,ADHOC,2020-39,2020-10-05 01:37:00,SCT3,Starboard,OPTIONAL,366.0,2339,30350,26287,Singapore,2019,9,Zhejiang Yangfan,Schulte Group,0,0,1,5.0,2020,10,4,6,19,2020-39,68102.0
MINERVA - X01/X01,minerva,ADHOC,2021-02,2021-01-16 17:10:00,SCT3,Starboard,Antwerpen,4899.0,2339,30350,27279,Singapore,2015,11,Zhejiang Yangfan,Schulte Group,0,0,1,8.0,2021,1,13,2,7,2021-02,324372.0
MINERVA - X02/X02,minerva,FE4,2021-04,2021-02-07 04:00:00,SCT3,Starboard,Hamburg,18420.0,2339,30350,27279,Singapore,2015,11,Zhejiang Yangfan,Schulte Group,0,0,1,10.0,2021,1,25,0,9,2021-04,170326.0
MINERVA - X03/X03,minerva,FE4,2021-05,2021-02-23 23:00:00,SCT3,Starboard,Hamburg,29040.0,2339,30350,27279,Singapore,2015,11,Zhejiang Yangfan,Schulte Group,0,0,1,15.0,2021,2,3,2,19,2021-05,128994.0
MIRIAM - X08/X08,miriam,ADHOC,2021-12,2021-03-24 07:30:00,SCT1,Starboard,OPTIONAL,-269.0,804,9321,7852,Antigua & Barbuda,2010,9,Damen Galati,Reederei Koepping,0,0,0,4.0,2021,3,24,2,11,2021-12,36818.0
MOL EMISSARY - A15/A15,mol emissary,LEVANT,2021-16,2021-04-28 19:10:00,SCT2,Starboard,Rotterdam,11350.0,5087,67000,54940,Hong Kong,2009,11,Hyundai HI (Ulsan),Atlas Corp (Seaspan),0,0,0,16.0,2021,4,20,1,22,2021-16,17383.0
MOL EMISSARY - A20/A20,mol emissary,LEVANT,2021-21,2021-06-04 13:30:00,SCT3,Starboard,Rotterdam,7050.0,5087,67000,54940,Hong Kong,2009,11,Hyundai HI (Ulsan),Atlas Corp (Seaspan),0,0,0,6.0,2021,5,30,6,16,2021-21,21547.0
MOL EMISSARY - K97/L97,mol emissary,AL5,2021-26,2021-07-04 06:00:00,SCT3,Starboard,Rotterdam,-90.0,5087,67000,54940,Hong Kong,2009,11,Hyundai HI (Ulsan),Atlas Corp (Seaspan),0,0,0,9.0,2021,7,4,6,7,2021-26,171524.0
MOL EMPIRE - K02/L02,mol empire,AL5,2021-02,2021-02-10 00:36:00,SCT4,Starboard,Rotterdam,33426.0,5087,66800,54940,Hong Kong,2010,1,Hyundai HI (Ulsan),Atlas Corp (Seaspan),0,0,0,13.0,2021,1,17,6,19,2021-02,324372.0
MOL EMPIRE - K14/L14,mol empire,AL5,2021-21,2021-05-26 11:30:00,SCT2,Starboard,Rotterdam,3120.0,5087,66800,54940,Hong Kong,2010,1,Hyundai HI (Ulsan),Atlas Corp (Seaspan),0,0,0,14.0,2021,5,24,0,7,2021-21,21547.0
MOL EMPIRE - K34/L34,mol empire,AL5,2020-32,2020-08-13 12:48:00,SCT1,Starboard,Rotterdam,3948.0,5087,66800,54940,Hong Kong,2010,1,Hyundai HI (Ulsan),Atlas Corp (Seaspan),0,0,0,17.0,2020,8,10,0,19,2020-32,7769.0
MOL EMPIRE - K45/L45,mol empire,AL5,2020-42,2020-10-30 12:11:00,SCT1,Starboard,Rotterdam,6761.0,5087,66800,54940,Hong Kong,2010,1,Hyundai HI (Ulsan),Atlas Corp (Seaspan),0,0,0,11.0,2020,10,25,6,19,2020-42,151548.0
MOL EMPIRE - K93/L93,mol empire,AL5,2021-35,2021-09-02 06:45:00,SCT5,Starboard,Rotterdam,1395.0,5087,66800,54940,Hong Kong,2010,1,Hyundai HI (Ulsan),Atlas Corp (Seaspan),0,0,0,12.0,2021,9,1,2,7,2021-35,247636.0
MOL EXPERIENCE - K05/L05,mol experience,AL5,2021-05,2021-03-01 21:30:00,SCT4,Starboard,Rotterdam,31800.0,5014,62953,54098,Panama,2007,7,Hyundai HI (Ulsan),Mitsui OSK Lines,0,0,0,14.0,2021,2,7,6,19,2021-05,128994.0
MOL EXPERIENCE - K16/L16,mol experience,AL5,2021-23,2021-06-09 11:45:00,SCT3,Starboard,Rotterdam,-15.0,5014,62953,54098,Panama,2007,7,Hyundai HI (Ulsan),Mitsui OSK Lines,0,0,0,10.0,2021,6,9,2,12,2021-23,48977.0
MOL EXPERIENCE - K25/L25,mol experience,AL5,2021-36,2021-09-14 13:50:00,SCT5,Starboard,Rotterdam,9740.0,5014,62953,54098,Panama,2007,7,Hyundai HI (Ulsan),Mitsui OSK Lines,0,0,0,14.0,2021,9,7,1,19,2021-36,249212.0
MOL EXPERIENCE - K37/L37,mol experience,AL5,2020-35,2020-08-31 18:30:00,SCT1,Starboard,Rotterdam,-30.0,5014,62953,54098,Panama,2007,7,Hyundai HI (Ulsan),Mitsui OSK Lines,0,0,0,12.0,2020,8,31,0,19,2020-35,12832.0
MOL EXPERIENCE - K48/L48,mol experience,AL5,2020-46,2020-11-20 02:55:00,SCT3,Starboard,Rotterdam,-3875.0,5014,62953,54098,Panama,2007,7,Hyundai HI (Ulsan),Mitsui OSK Lines,0,0,0,13.0,2020,11,22,6,19,2020-46,142919.0
MOL TRADITION - C06/D06,mol tradition,FE2,2021-08,2021-03-21 11:00:00,SCT5,Starboard,Hamburg,31621.0,20150,197500,199000,Marshall Islands,2017,9,Samsung HI,Mitsui OSK Lines,0,0,1,12.0,2021,2,27,5,11,2021-08,61249.0
MOL TRADITION - C25/D25,mol tradition,FE2,2020-30,2020-07-30 23:20:00,SCT5,Starboard,Hamburg,260.0,20150,197500,199000,Marshall Islands,2017,9,Samsung HI,Mitsui OSK Lines,0,0,1,16.0,2020,7,30,3,19,2020-30,5289.0
