Vessel Name,Service,Phase,ETA,Berth,Side to,ETD,Next port of call,Ref,Recording,SN_No.,Ship_ID
MAERSK BATUR,ECU,ARRIVED,2020-12-17 16:55:00,SCT1,Starboard,2020-12-18 12:15:00,"Antwerpen, Belgium",Q99/P99,2020-12-20 00:00:00,3271,MAERSK BATUR - Q99/P99
MAERSK BRANI,ECU,INBOUND,2021-02-25 07:00:00,SCT1,Starboard,2021-02-25 19:00:00,"Antwerpen, Belgium",Q08/P08,2021-02-10 00:00:00,916,MAERSK BRANI - Q08/P08
MAERSK BRANI,ECU,ARRIVED,2021-02-25 08:10:00,SCT1,Starboard,2021-02-25 19:00:00,"Antwerpen, Belgium",Q08/P08,2021-02-25 00:00:00,3413,MAERSK BRANI - Q08/P08
MAERSK BRANI,ECU,INBOUND,2021-04-22 07:00:00,SCT2,Starboard,2021-04-22 19:00:00,"Antwerpen, Belgium",Q16/P16,2021-04-10 00:00:00,1065,MAERSK BRANI - Q16/P16
MAERSK BRANI,ECU,ARRIVED,2021-04-22 07:24:00,SCT2,Starboard,2021-04-22 18:40:00,"Antwerpen, Belgium",Q16/P16,2021-04-25 00:00:00,3530,MAERSK BRANI - Q16/P16
MAERSK BRANI,ECU,INBOUND,2021-06-17 07:00:00,SCT3,Starboard,2021-06-17 19:00:00,"Antwerpen, Belgium",Q24/P24,2021-06-05 00:00:00,354,MAERSK BRANI - Q24/P24
MAERSK BRANI,ECU,ARRIVED,2021-06-17 01:54:00,SCT3,Portside,2021-06-17 19:20:00,"Antwerpen, Belgium",Q24/P24,2021-06-20 00:00:00,2785,MAERSK BRANI - Q24/P24
MAERSK BRANI,ECU,INBOUND,2020-07-16 07:30:00,SCT2,Portside,2020-07-16 19:30:00,"Antwerpen, Belgium",Q29/P29,2020-07-10 00:00:00,1195,MAERSK BRANI - Q29/P29
MAERSK BRANI,ECU,ARRIVED,2020-07-16 06:15:00,SCT2,Portside,2020-07-16 17:05:00,"Antwerpen, Belgium",Q29/P29,2020-07-20 00:00:00,2841,MAERSK BRANI - Q29/P29
MAERSK BRANI,ECU,INBOUND,2021-08-12 07:30:00,SCT3,Portside,2021-08-12 19:30:00,"Antwerpen, Belgium",Q32/P32,2021-07-30 00:00:00,4558,MAERSK BRANI - Q32/P32
MAERSK BRANI,ECU,ARRIVED,2021-08-12 06:25:00,SCT3,Portside,2021-08-12 19:40:00,"Antwerpen, Belgium",Q32/P32,2021-08-15 00:00:00,2128,MAERSK BRANI - Q32/P32
MAERSK BRANI,ECU,INBOUND,2020-09-10 07:00:00,SCT2,Portside,2020-09-10 19:00:00,"Antwerpen, Belgium",Q37/P37,2020-08-25 00:00:00,3816,MAERSK BRANI - Q37/P37
MAERSK BRANI,ECU,ARRIVED,2020-09-10 07:00:00,SCT1,Portside,2020-09-10 19:00:00,"Antwerpen, Belgium",Q37/P37,2020-09-10 00:00:00,1406,MAERSK BRANI - Q37/P37
MAERSK BRANI,ECU,INBOUND,2020-11-05 07:00:00,SCT2,Portside,2020-11-05 19:00:00,"Antwerpen, Belgium",Q45/P45,2020-10-20 00:00:00,3177,MAERSK BRANI - Q45/P45
MAERSK BRANI,ECU,ARRIVED,2020-11-05 06:45:00,SCT1,Portside,2020-11-05 19:00:00,"Antwerpen, Belgium",Q45/P45,2020-11-05 00:00:00,779,MAERSK BRANI - Q45/P45
MAERSK BRANI,ECU,INBOUND,2020-12-31 07:00:00,SCT2,Portside,2020-12-31 19:00:00,"Antwerpen, Belgium",Q52/P52,2020-12-15 00:00:00,2444,MAERSK BRANI - Q52/P52
MAERSK BRANI,ECU,ARRIVED,2020-12-31 15:05:00,SCT3,Starboard,2021-01-02 04:54:00,"Antwerpen, Belgium",Q52/P52,2021-01-05 00:00:00,83,MAERSK BRANI - Q52/P52
MAERSK BRATAN,ECU,INBOUND,2021-01-28 07:00:00,SCT2,Portside,2021-01-28 19:00:00,"Antwerpen, Belgium",Q04/P04,2021-01-15 00:00:00,1650,MAERSK BRATAN - Q04/P04
MAERSK BRATAN,ECU,ARRIVED,2021-01-28 07:00:00,SCT1,Starboard,2021-01-29 02:40:00,"Antwerpen, Belgium",Q04/P04,2021-01-30 00:00:00,4273,MAERSK BRATAN - Q04/P04
MAERSK BRATAN,ECU,INBOUND,2021-03-25 07:00:00,SCT3,Starboard,2021-03-25 19:00:00,"Antwerpen, Belgium",Q12/P12,2021-03-10 00:00:00,985,MAERSK BRATAN - Q12/P12
MAERSK BRATAN,ECU,ARRIVED,2021-03-25 13:30:00,SCT3,Starboard,2021-03-26 06:00:00,"Antwerpen, Belgium",Q12/P12,2021-03-31 00:00:00,4984,MAERSK BRATAN - Q12/P12
MAERSK BRATAN,ECU,INBOUND,2021-05-20 07:00:00,SCT3,Portside,2021-05-20 19:00:00,"Antwerpen, Belgium",Q20/P20,2021-05-05 00:00:00,282,MAERSK BRATAN - Q20/P20
MAERSK BRATAN,ECU,ARRIVED,2021-05-20 06:44:00,SCT3,Portside,2021-05-20 19:00:00,"Antwerpen, Belgium",Q20/P20,2021-05-20 00:00:00,2747,MAERSK BRATAN - Q20/P20
MAERSK BRATAN,ECU,INBOUND,2021-07-15 07:00:00,SCT3,Portside,2021-07-15 19:00:00,"Antwerpen, Belgium",Q28/P28,2021-06-30 00:00:00,4431,MAERSK BRATAN - Q28/P28
MAERSK BRATAN,ECU,ARRIVED,2021-07-15 05:40:00,SCT3,Portside,2021-07-15 19:00:00,"Antwerpen, Belgium",Q28/P28,2021-07-15 00:00:00,2045,MAERSK BRATAN - Q28/P28
MAERSK BRATAN,ECU,INBOUND,2020-08-13 07:31:00,SCT3,Portside,2020-08-13 19:30:00,"Antwerpen, Belgium",Q33/P33,2020-07-30 00:00:00,4505,MAERSK BRATAN - Q33/P33
MAERSK BRATAN,ECU,ARRIVED,2020-08-13 06:00:00,SCT2,Starboard,2020-08-13 21:02:00,"Antwerpen, Belgium",Q33/P33,2020-08-15 00:00:00,2083,MAERSK BRATAN - Q33/P33
MAERSK BRATAN,ECU,INBOUND,2021-09-09 07:00:00,SCT3,Portside,2021-09-09 19:00:00,"Antwerpen, Belgium",Q36/P36,2021-08-25 00:00:00,3856,MAERSK BRATAN - Q36/P36
MAERSK BRATAN,ECU,ARRIVED,2021-09-09 07:45:00,SCT3,Portside,2021-09-09 22:05:00,"Antwerpen, Belgium",Q36/P36,2021-09-10 00:00:00,1436,MAERSK BRATAN - Q36/P36
MAERSK BRATAN,ECU,INBOUND,2020-10-08 07:00:00,SCT2,Portside,2020-10-08 19:00:00,"Antwerpen, Belgium",Q41/P41,2020-09-25 00:00:00,3917,MAERSK BRATAN - Q41/P41
MAERSK BRATAN,ECU,ARRIVED,2020-10-08 04:22:00,SCT1,Starboard,2020-10-08 23:33:00,"Antwerpen, Belgium",Q41/P41,2020-10-10 00:00:00,1486,MAERSK BRATAN - Q41/P41
MAERSK BRATAN,ECU,INBOUND,2020-12-03 07:00:00,SCT1,Portside,2020-12-03 19:00:00,"Antwerpen, Belgium",Q49/P49,2020-11-15 00:00:00,2407,MAERSK BRATAN - Q49/P49
MAERSK BRATAN,ECU,ARRIVED,2020-12-03 04:29:00,SCT1,Portside,2020-12-04 19:23:00,"Antwerpen, Belgium",Q49/P49,2020-12-05 00:00:00,843,MAERSK BRATAN - Q49/P49
MAERSK BULAN,ECU,INBOUND,2021-02-18 07:00:00,SCT1,Starboard,2021-02-18 19:00:00,"Antwerpen, Belgium",Q07/P07,2021-02-05 00:00:00,121,MAERSK BULAN - Q07/P07
MAERSK BULAN,ECU,ARRIVED,2021-02-18 04:30:00,SCT1,Starboard,2021-02-18 20:19:00,"Antwerpen, Belgium",Q07/P07,2021-02-20 00:00:00,2564,MAERSK BULAN - Q07/P07
MAERSK BULAN,ECU,INBOUND,2021-04-15 07:00:00,SCT3,Starboard,2021-04-15 19:00:00,"Antwerpen, Belgium",Q15/P15,2021-03-31 00:00:00,4989,MAERSK BULAN - Q15/P15
MAERSK BULAN,ECU,ARRIVED,2021-04-18 11:58:00,SCT3,Portside,2021-04-18 21:07:00,"Antwerpen, Belgium",Q15/P15,2021-04-20 00:00:00,2680,MAERSK BULAN - Q15/P15
MAERSK BULAN,ECU,INBOUND,2021-06-10 07:00:00,SCT3,Portside,2021-06-10 19:00:00,"Antwerpen, Belgium",Q23/P23,2021-05-30 00:00:00,4392,MAERSK BULAN - Q23/P23
MAERSK BULAN,ECU,ARRIVED,2021-06-10 06:30:00,SCT3,Portside,2021-06-10 19:00:00,"Antwerpen, Belgium",Q23/P23,2021-06-10 00:00:00,1166,MAERSK BULAN - Q23/P23
MAERSK BULAN,ECU,INBOUND,2020-07-09 07:00:00,SCT2,Portside,2020-07-09 19:00:00,"Antwerpen, Belgium",Q28/P28,2020-07-04 00:00:00,8,MAERSK BULAN - Q28/P28
MAERSK BULAN,ECU,ARRIVED,2020-07-09 06:11:00,SCT3,Portside,2020-07-09 18:30:00,"Antwerpen, Belgium",Q28/P28,2020-07-10 00:00:00,1211,MAERSK BULAN - Q28/P28
MAERSK BULAN,ECU,INBOUND,2021-08-05 07:00:00,SCT3,Portside,2021-08-05 19:00:00,"Antwerpen, Belgium",Q31/P31,2021-07-20 00:00:00,2893,MAERSK BULAN - Q31/P31
MAERSK BULAN,ECU,ARRIVED,2021-08-05 06:30:00,SCT1,Portside,2021-08-05 19:05:00,"Antwerpen, Belgium",Q31/P31,2021-08-10 00:00:00,1353,MAERSK BULAN - Q31/P31
MAERSK BULAN,ECU,INBOUND,2020-09-03 07:30:00,SCT2,Portside,2020-09-03 19:30:00,"Antwerpen, Belgium",Q36/P36,2020-08-20 00:00:00,2952,MAERSK BULAN - Q36/P36
MAERSK BULAN,ECU,ARRIVED,2020-09-03 06:00:00,SCT1,Starboard,2020-09-04 03:40:00,"Antwerpen, Belgium",Q36/P36,2020-09-05 00:00:00,548,MAERSK BULAN - Q36/P36
MAERSK BULAN,ECU,INBOUND,2021-09-30 07:00:00,SCT3,Portside,2021-09-30 19:00:00,"Antwerpen, Belgium",Q39/P39,2021-09-15 00:00:00,2244,MAERSK BULAN - Q39/P39
MAERSK BULAN,ECU,ARRIVED,2021-09-30 06:30:00,SCT3,Portside,2021-09-30 19:30:00,"Antwerpen, Belgium",Q39/P39,2021-09-30 00:00:00,4757,MAERSK BULAN - Q39/P39
MAERSK BULAN,ECU,INBOUND,2020-10-29 07:00:00,SCT2,Portside,2020-10-29 19:00:00,"Antwerpen, Belgium",Q44/P44,2020-10-15 00:00:00,2279,MAERSK BULAN - Q44/P44
MAERSK BULAN,ECU,ARRIVED,2020-10-29 07:00:00,SCT2,Portside,2020-10-29 19:10:00,"Antwerpen, Belgium",Q44/P44,2020-10-30 00:00:00,4807,MAERSK BULAN - Q44/P44
MAERSK BULAN,ECU,INBOUND,2020-12-24 07:00:00,SCT1,Portside,2020-12-24 19:00:00,"Antwerpen, Belgium",Q51/P51,2020-11-15 00:00:00,2370,MAERSK BULAN - Q51/P51
MAERSK BULAN,ECU,ARRIVED,2020-12-23 07:00:00,SCT1,Starboard,2020-12-23 19:32:00,"Antwerpen, Belgium",Q51/P51,2020-12-25 00:00:00,4120,MAERSK BULAN - Q51/P51
MAERSK BUTON,ECU,INBOUND,2021-01-21 07:00:00,SCT2,Portside,2021-01-21 19:00:00,"Antwerpen, Belgium",Q03/P03,2021-01-10 00:00:00,887,MAERSK BUTON - Q03/P03
MAERSK BUTON,ECU,ARRIVED,2021-01-21 19:40:00,SCT1,Starboard,2021-01-22 12:00:00,"Antwerpen, Belgium",Q03/P03,2021-01-25 00:00:00,3336,MAERSK BUTON - Q03/P03
MAERSK BUTON,ECU,INBOUND,2021-03-18 07:00:00,SCT3,Starboard,2021-03-18 19:00:00,"Antwerpen, Belgium",Q11/P11,2021-03-05 00:00:00,180,MAERSK BUTON - Q11/P11
MAERSK BUTON,ECU,ARRIVED,2021-03-18 12:45:00,SCT1,Starboard,2021-03-19 07:55:00,"Antwerpen, Belgium",Q11/P11,2021-03-20 00:00:00,2581,MAERSK BUTON - Q11/P11
MAERSK BUTON,ECU,INBOUND,2021-05-13 07:00:00,SCT3,Starboard,2021-05-13 19:00:00,"Antwerpen, Belgium",Q19/P19,2021-04-30 00:00:00,4283,MAERSK BUTON - Q19/P19
MAERSK BUTON,ECU,ARRIVED,2021-05-14 07:12:00,SCT3,Portside,2021-05-14 20:55:00,"Antwerpen, Belgium",Q19/P19,2021-05-15 00:00:00,1860,MAERSK BUTON - Q19/P19
MAERSK BUTON,ECU,INBOUND,2020-08-06 07:30:00,SCT3,Portside,2020-08-06 19:30:00,"Antwerpen, Belgium",Q32/P32,2020-07-25 00:00:00,3685,MAERSK BUTON - Q32/P32
MAERSK BUTON,ECU,ARRIVED,2020-08-06 06:00:00,SCT2,Portside,2020-08-06 22:05:00,"Antwerpen, Belgium",Q32/P32,2020-08-10 00:00:00,1293,MAERSK BUTON - Q32/P32
MAERSK BUTON,ECU,INBOUND,2021-09-02 07:00:00,SCT2,Portside,2021-09-02 19:00:00,"Antwerpen, Belgium",Q35/P35,2021-08-20 00:00:00,3037,MAERSK BUTON - Q35/P35
MAERSK BUTON,ECU,ARRIVED,2021-09-02 05:00:00,SCT2,Portside,2021-09-02 19:24:00,"Antwerpen, Belgium",Q35/P35,2021-09-05 00:00:00,616,MAERSK BUTON - Q35/P35
MAERSK BUTON,ECU,INBOUND,2020-10-01 07:00:00,SCT2,Portside,2020-10-01 19:00:00,"Antwerpen, Belgium",Q40/P40,2020-09-20 00:00:00,3040,MAERSK BUTON - Q40/P40
MAERSK BUTON,ECU,ARRIVED,2020-10-01 06:30:00,SCT1,Portside,2020-10-01 21:45:00,"Antwerpen, Belgium",Q40/P40,2020-10-05 00:00:00,657,MAERSK BUTON - Q40/P40
MAERSK BUTON,ECU,INBOUND,2020-11-26 07:00:00,SCT1,Portside,2020-11-26 19:00:00,"Antwerpen, Belgium",Q48/P48,2020-11-15 00:00:00,2387,MAERSK BUTON - Q48/P48
MAERSK BUTON,ECU,ARRIVED,2020-11-26 08:30:00,SCT1,Portside,2020-11-26 21:05:00,"Antwerpen, Belgium",Q48/P48,2020-11-30 00:00:00,4869,MAERSK BUTON - Q48/P48
MALIK AL ASHTAR,FE4,INBOUND,2020-09-15 19:30:00,SCT3,Starboard,2020-09-16 19:30:00,"Hamburg, Germany",E21/F21,2020-08-30 00:00:00,4593,MALIK AL ASHTAR - E21/F21
MALIK AL ASHTAR,FE4,ARRIVED,2020-09-17 02:10:00,SCT3,Starboard,2020-09-18 17:45:00,"Hamburg, Germany",E21/F21,2020-09-20 00:00:00,3061,MALIK AL ASHTAR - E21/F21
MANDALAY,ADHOC,INBOUND,2020-10-04 19:31:00,SCT3,Starboard,2020-10-05 19:30:00,"OPTIONAL,",X41/X41,2020-09-30 00:00:00,4730,MANDALAY - X41/X41
MANDALAY,ADHOC,ARRIVED,2020-10-05 01:37:00,SCT1,Starboard,2020-10-05 23:59:00,"OPTIONAL,",X41/X41,2020-10-05 00:00:00,646,MANDALAY - X41/X41
MARFAAM,ADHOC,INBOUND,2021-07-20 09:45:00,SCT3,Starboard,2021-07-21 07:30:00,"OPTIONAL,",X22/X22,2021-07-20 00:00:00,2933,MARFAAM - X22/X22
MARFAAM,ADHOC,ARRIVED,2021-07-20 12:00:00,SCT3,Starboard,2021-07-20 22:58:00,"OPTIONAL,",X22/X22,2021-07-25 00:00:00,3723,MARFAAM - X22/X22
MATAQUITO,ADHOC,INBOUND,2020-10-01 19:30:00,SCT3,Starboard,2020-10-03 07:30:00,"OPTIONAL,",X31/X31,2020-09-20 00:00:00,3045,MATAQUITO - X31/X31
MATAQUITO,ADHOC,ARRIVED,2020-10-04 04:44:00,SCT3,Starboard,2020-10-05 10:44:00,"Hamburg, Germany",X31/X31,2020-10-05 00:00:00,649,MATAQUITO - X31/X31
MATAQUITO,ADHOC,INBOUND,2020-10-09 19:30:00,SCT3,Starboard,2020-10-10 19:30:00,"OPTIONAL,",X39/X39,2020-09-25 00:00:00,3952,MATAQUITO - X39/X39
MATAQUITO,ADHOC,ARRIVED,2020-10-18 07:40:00,SCT2,Starboard,2020-10-19 07:30:00,"Singapore, Singapore",X39/X39,2020-10-20 00:00:00,3166,MATAQUITO - X39/X39
MINERVA,ADHOC,INBOUND,2021-01-13 07:31:00,SCT3,Starboard,2021-01-14 07:30:00,"Antwerpen, Belgium",X01/X01,2021-01-05 00:00:00,48,MINERVA - X01/X01
MINERVA,FE4,ARRIVED,2021-01-16 17:10:00,SCT3,Starboard,2021-01-18 05:10:00,"Antwerpen, Belgium",X01/X01,2021-01-20 00:00:00,2512,MINERVA - X01/X01
MINERVA,FE4,INBOUND,2021-01-25 09:00:00,SCT3,Starboard,2021-01-26 19:00:00,"Hamburg, Germany",X02/X02,2021-01-15 00:00:00,1661,MINERVA - X02/X02
MINERVA,FE4,ARRIVED,2021-02-07 04:00:00,SCT3,Starboard,2021-02-08 11:05:00,"Hamburg, Germany",X02/X02,2021-02-10 00:00:00,918,MINERVA - X02/X02
MINERVA,FE4,INBOUND,2021-02-03 19:00:00,SCT3,Starboard,2021-02-05 02:00:00,"Hamburg, Germany",X03/X03,2021-01-20 00:00:00,2483,MINERVA - X03/X03
MINERVA,FE4,ARRIVED,2021-02-23 23:00:00,SCT3,Starboard,2021-02-24 17:00:00,"Portsmouth, United Kingdom",X03/X03,2021-02-25 00:00:00,3411,MINERVA - X03/X03
MIRADOR EXPRESS,GEX2,INBOUND,2021-09-28 07:30:00,SCT5,Starboard,2021-09-28 19:30:00,"Antwerpen, Belgium",V38/W38,2021-09-15 00:00:00,2243,MIRADOR EXPRESS - V38/W38
MIRADOR EXPRESS,GEX2,ARRIVED,2021-09-30 17:20:00,SCT5,Starboard,2021-10-01 11:04:00,"Antwerpen, Belgium",V38/W38,2021-10-05 00:00:00,728,MIRADOR EXPRESS - V38/W38
MIRIAM,ADHOC,INBOUND,2021-03-24 11:59:00,SCT1,Starboard,2021-03-25 07:30:00,"OPTIONAL,",X08/X08,2021-03-20 00:00:00,2617,MIRIAM - X08/X08
MIRIAM,ADHOC,ARRIVED,2021-03-24 07:30:00,SCT1,Starboard,2021-03-25 01:36:00,"OPTIONAL,",X08/X08,2021-03-25 00:00:00,3452,MIRIAM - X08/X08
MOL EMISSARY,LEVANT,INBOUND,2021-04-20 22:00:00,SCT2,Starboard,2021-04-21 19:30:00,"Rotterdam, Netherlands",A15/A15,2021-04-05 00:00:00,236,MOL EMISSARY - A15/A15
MOL EMISSARY,LEVANT,ARRIVED,2021-04-28 19:10:00,SCT2,Starboard,2021-04-29 02:10:00,"Rotterdam, Netherlands",A15/A15,2021-04-30 00:00:00,4349,MOL EMISSARY - A15/A15
MOL EMISSARY,LEVANT,INBOUND,2021-05-30 16:00:00,SCT3,Starboard,2021-05-31 07:30:00,"Rotterdam, Netherlands",A20/A20,2021-05-25 00:00:00,3545,MOL EMISSARY - A20/A20
MOL EMISSARY,LEVANT,ARRIVED,2021-06-04 13:30:00,SCT3,Starboard,2021-06-05 07:30:00,"Rotterdam, Netherlands",A20/A20,2021-06-05 00:00:00,338,MOL EMISSARY - A20/A20
MOL EMISSARY,AL5,INBOUND,2021-07-04 07:30:00,SCT3,Starboard,2021-07-05 07:30:00,"Rotterdam, Netherlands",K97/L97,2021-06-25 00:00:00,3633,MOL EMISSARY - K97/L97
MOL EMISSARY,AL5,ARRIVED,2021-07-04 06:00:00,SCT3,Starboard,2021-07-04 19:09:00,"Rotterdam, Netherlands",K97/L97,2021-07-05 00:00:00,408,MOL EMISSARY - K97/L97
MOL EMPIRE,AL5,INBOUND,2021-01-17 19:30:00,SCT4,Starboard,2021-01-18 07:30:00,"Rotterdam, Netherlands",K02/L02,2021-01-05 00:00:00,63,MOL EMPIRE - K02/L02
MOL EMPIRE,AL5,ARRIVED,2021-02-10 00:36:00,SCT3,Starboard,2021-02-10 19:30:00,"Rotterdam, Netherlands",K02/L02,2021-02-10 00:00:00,925,MOL EMPIRE - K02/L02
MOL EMPIRE,AL5,INBOUND,2021-05-24 07:30:00,SCT2,Starboard,2021-05-24 19:00:00,"Rotterdam, Netherlands",K14/L14,2021-05-10 00:00:00,1103,MOL EMPIRE - K14/L14
MOL EMPIRE,AL5,ARRIVED,2021-05-26 11:30:00,SCT3,Starboard,2021-05-27 13:33:00,"Rotterdam, Netherlands",K14/L14,2021-05-30 00:00:00,4379,MOL EMPIRE - K14/L14
MOL EMPIRE,AL5,INBOUND,2020-08-10 19:00:00,SCT1,Starboard,2020-08-11 07:00:00,"Rotterdam, Netherlands",K34/L34,2020-07-25 00:00:00,3691,MOL EMPIRE - K34/L34
MOL EMPIRE,AL5,ARRIVED,2020-08-13 12:48:00,SCT3,Starboard,2020-08-14 10:24:00,"Rotterdam, Netherlands",K34/L34,2020-08-15 00:00:00,2084,MOL EMPIRE - K34/L34
MOL EMPIRE,AL5,INBOUND,2020-10-25 19:30:00,SCT1,Starboard,2020-10-26 07:30:00,"Rotterdam, Netherlands",K45/L45,2020-10-15 00:00:00,2266,MOL EMPIRE - K45/L45
MOL EMPIRE,AL5,ARRIVED,2020-10-30 12:11:00,SCT3,Starboard,2020-10-31 07:37:00,"Rotterdam, Netherlands",K45/L45,2020-11-05 00:00:00,772,MOL EMPIRE - K45/L45
MOL EMPIRE,AL5,INBOUND,2021-09-01 07:30:00,SCT5,Starboard,2021-09-01 19:30:00,"Rotterdam, Netherlands",K93/L93,2021-08-20 00:00:00,3035,MOL EMPIRE - K93/L93
MOL EMPIRE,AL5,ARRIVED,2021-09-02 06:45:00,SCT5,Starboard,2021-09-03 00:15:00,"Rotterdam, Netherlands",K93/L93,2021-09-05 00:00:00,617,MOL EMPIRE - K93/L93
MOL EXPERIENCE,AL5,INBOUND,2021-02-07 19:30:00,SCT4,Starboard,2021-02-08 07:30:00,"Rotterdam, Netherlands",K05/L05,2021-01-25 00:00:00,3352,MOL EXPERIENCE - K05/L05
MOL EXPERIENCE,AL5,ARRIVED,2021-03-01 21:30:00,SCT4,Starboard,2021-03-02 12:00:00,"Rotterdam, Netherlands",K05/L05,2021-03-05 00:00:00,197,MOL EXPERIENCE - K05/L05
MOL EXPERIENCE,AL5,INBOUND,2021-06-09 12:00:00,SCT3,Starboard,2021-06-10 04:00:00,"Rotterdam, Netherlands",K16/L16,2021-05-30 00:00:00,4389,MOL EXPERIENCE - K16/L16
MOL EXPERIENCE,AL5,ARRIVED,2021-06-09 11:45:00,SCT3,Starboard,2021-06-10 03:25:00,"Rotterdam, Netherlands",K16/L16,2021-06-10 00:00:00,1163,MOL EXPERIENCE - K16/L16
MOL EXPERIENCE,AL5,INBOUND,2021-09-07 19:30:00,SCT5,Starboard,2021-09-08 07:30:00,"Rotterdam, Netherlands",K25/L25,2021-08-25 00:00:00,3854,MOL EXPERIENCE - K25/L25
MOL EXPERIENCE,AL5,ARRIVED,2021-09-14 13:50:00,SCT3,Starboard,2021-09-15 07:30:00,"Rotterdam, Netherlands",K25/L25,2021-09-15 00:00:00,2234,MOL EXPERIENCE - K25/L25
MOL EXPERIENCE,AL5,INBOUND,2020-08-31 19:00:00,SCT1,Starboard,2020-09-01 07:00:00,"Rotterdam, Netherlands",K37/L37,2020-08-20 00:00:00,2955,MOL EXPERIENCE - K37/L37
MOL EXPERIENCE,AL5,ARRIVED,2020-08-31 18:30:00,SCT1,Starboard,2020-09-01 07:20:00,"Rotterdam, Netherlands",K37/L37,2020-09-05 00:00:00,552,MOL EXPERIENCE - K37/L37
MOL EXPERIENCE,AL5,INBOUND,2020-11-22 19:30:00,SCT3,Starboard,2020-11-23 07:30:00,"Rotterdam, Netherlands",K48/L48,2020-11-10 00:00:00,1553,MOL EXPERIENCE - K48/L48
MOL EXPERIENCE,AL5,ARRIVED,2020-11-20 02:55:00,SCT3,Starboard,2020-11-20 16:00:00,"Rotterdam, Netherlands",K48/L48,2020-11-20 00:00:00,3240,MOL EXPERIENCE - K48/L48
MOL TRADITION,FE2,INBOUND,2021-02-27 11:59:00,SCT5,Starboard,2021-03-01 19:30:00,"Hamburg, Germany",C06/D06,2021-02-15 00:00:00,1705,MOL TRADITION - C06/D06
MOL TRADITION,FE2,ARRIVED,2021-03-21 11:00:00,SCT5,Starboard,2021-03-24 16:10:00,"Hamburg, Germany",C06/D06,2021-03-25 00:00:00,3457,MOL TRADITION - C06/D06
MOL TRADITION,FE2,INBOUND,2020-07-30 19:00:00,SCT5,Starboard,2020-08-01 19:00:00,"Hamburg, Germany",C25/D25,2020-07-15 00:00:00,1964,MOL TRADITION - C25/D25
MOL TRADITION,FE2,ARRIVED,2020-07-30 23:20:00,SCT5,Starboard,2020-08-01 20:44:00,"Hamburg, Germany",C25/D25,2020-08-05 00:00:00,451,MOL TRADITION - C25/D25
MOL TRADITION,FE2,INBOUND,2021-08-19 19:30:00,SCT5,Starboard,2021-08-21 19:30:00,"Hamburg, Germany",C27/D27,2021-08-05 00:00:00,503,MOL TRADITION - C27/D27
MOL TRADITION,FE2,ARRIVED,2021-08-21 13:15:00,SCT5,Starboard,2021-08-24 19:46:00,"Hamburg, Germany",C27/D27,2021-08-25 00:00:00,3871,MOL TRADITION - C27/D27
MOL TRADITION,FE2,INBOUND,2020-11-12 19:30:00,SCT5,Starboard,2020-11-14 19:30:00,"Hamburg, Germany",C39/D39,2020-10-30 00:00:00,4802,MOL TRADITION - C39/D39
MOL TRADITION,FE2,ARRIVED,2020-11-14 18:00:00,SCT5,Starboard,2020-11-16 18:00:00,"Hamburg, Germany",C39/D39,2020-11-15 00:00:00,2329,MOL TRADITION - C39/D39
MOL TREASURE,FE2,INBOUND,2021-03-04 11:59:00,SCT5,Starboard,2021-04-07 11:59:00,"Hamburg, Germany",C10/D10,2021-03-05 00:00:00,202,MOL TREASURE - C10/D10
MOL TREASURE,FE2,ARRIVED,2021-04-12 12:50:00,SCT5,Starboard,2021-04-17 07:30:00,"Hamburg, Germany",C10/D10,2021-04-15 00:00:00,1821,MOL TREASURE - C10/D10
MOL TREASURE,FE2,INBOUND,2021-07-12 23:59:00,SCT5,Starboard,2021-07-16 07:30:00,"Hamburg, Germany",C22/D22,2021-06-30 00:00:00,4437,MOL TREASURE - C22/D22
MOL TREASURE,FE2,ARRIVED,2021-07-13 04:12:00,SCT5,Starboard,2021-07-18 11:59:00,"Hamburg, Germany",C22/D22,2021-07-15 00:00:00,2034,MOL TREASURE - C22/D22
MOL TREASURE,FE2,INBOUND,2020-08-27 19:00:00,SCT5,Starboard,2020-08-29 19:00:00,"Hamburg, Germany",C29/D29,2020-08-15 00:00:00,2063,MOL TREASURE - C29/D29
MOL TREASURE,FE2,ARRIVED,2020-08-29 00:48:00,SCT5,Starboard,2020-08-30 19:00:00,"Hamburg, Germany",C29/D29,2020-08-30 00:00:00,4612,MOL TREASURE - C29/D29
MOL TREASURE,FE2,INBOUND,2020-12-04 19:30:00,SCT5,Starboard,2020-12-06 19:30:00,"Hamburg, Germany",C42/D42,2020-11-15 00:00:00,2385,MOL TREASURE - C42/D42
MOL TREASURE,FE2,ARRIVED,2020-12-08 23:59:00,SCT5,Starboard,2020-12-13 07:00:00,"Hamburg, Germany",C42/D42,2020-12-10 00:00:00,1573,MOL TREASURE - C42/D42
MOL TRIBUTE,FE2,INBOUND,2021-06-19 07:30:00,SCT5,Starboard,2021-06-22 23:59:00,"Hamburg, Germany",C19/D19,2021-06-05 00:00:00,351,MOL TRIBUTE - C19/D19
MOL TRIBUTE,FE2,ARRIVED,2021-06-19 01:00:00,SCT5,Starboard,2021-06-23 19:30:00,"Hamburg, Germany",C19/D19,2021-06-20 00:00:00,2781,MOL TRIBUTE - C19/D19
