Vessel Name,Service,Phase,ETA,Berth,Side to,ETD,Next port of call,Ref,Recording,SN_No.,Ship_ID
MOL TRIBUTE,FE2,INBOUND,2020-09-03 19:00:00,SCT5,Starboard,2020-09-05 19:00:00,"Hamburg, Germany",C30/D30,2020-08-20 00:00:00,2953,MOL TRIBUTE - C30/D30
MOL TRIBUTE,FE2,ARRIVED,2020-09-02 04:00:00,SCT5,Starboard,2020-09-04 11:49:00,"Hamburg, Germany",C30/D30,2020-09-05 00:00:00,549,MOL TRIBUTE - C30/D30
MOL TRIBUTE,FE2,INBOUND,2020-12-08 19:30:00,SCT5,Starboard,2020-12-10 19:30:00,"Hamburg, Germany",C43/D43,2020-11-15 00:00:00,2358,MOL TRIBUTE - C43/D43
MOL TRIBUTE,FE2,ARRIVED,2020-12-22 14:45:00,SCT5,Starboard,2020-12-24 15:10:00,"Hamburg, Germany",C43/D43,2020-12-25 00:00:00,4126,MOL TRIBUTE - C43/D43
MOL TRIUMPH,FE2,INBOUND,2021-03-07 19:30:00,SCT5,Starboard,2021-03-10 07:30:00,"Hamburg, Germany",C11/D11,2021-03-05 00:00:00,207,MOL TRIUMPH - C11/D11
MOL TRIUMPH,FE2,ARRIVED,2021-04-17 07:00:00,SCT5,Starboard,2021-04-23 19:30:00,"Hamburg, Germany",C11/D11,2021-04-20 00:00:00,2677,MOL TRIUMPH - C11/D11
MOL TRIUMPH,FE2,INBOUND,2020-09-25 19:00:00,SCT5,Starboard,2020-09-27 19:00:00,"Hamburg, Germany",C33/D33,2020-09-10 00:00:00,1398,MOL TRIUMPH - C33/D33
MOL TRIUMPH,FE2,ARRIVED,2020-09-27 04:14:00,SCT5,Starboard,2020-09-29 07:01:00,"Hamburg, Germany",C33/D33,2020-09-30 00:00:00,4695,MOL TRIUMPH - C33/D33
MOL TRUST,FE2,INBOUND,2021-02-02 19:00:00,SCT5,Starboard,2021-02-04 19:00:00,"Hamburg, Germany",C04/D04,2021-01-20 00:00:00,2485,MOL TRUST - C04/D04
MOL TRUST,FE2,ARRIVED,2021-02-19 12:25:00,SCT5,Starboard,2021-03-23 12:00:00,"Hamburg, Germany",C04/D04,2021-02-20 00:00:00,2570,MOL TRUST - C04/D04
MOL TRUST,FE2,INBOUND,2021-06-11 19:00:00,SCT5,Starboard,2021-06-14 07:00:00,"Hamburg, Germany",C18/D18,2021-05-30 00:00:00,4407,MOL TRUST - C18/D18
MOL TRUST,FE2,ARRIVED,2021-06-12 19:00:00,SCT5,Starboard,2021-06-16 07:30:00,"Hamburg, Germany",C18/D18,2021-06-15 00:00:00,1930,MOL TRUST - C18/D18
MOL TRUST,FE2,INBOUND,2020-07-16 19:00:00,SCT5,Starboard,2020-07-18 19:00:00,"Hamburg, Germany",C23/D23,2020-07-10 00:00:00,1196,MOL TRUST - C23/D23
MOL TRUST,FE2,ARRIVED,2020-07-16 12:13:00,SCT5,Starboard,2020-07-18 16:18:00,"Hamburg, Germany",C23/D23,2020-07-20 00:00:00,2838,MOL TRUST - C23/D23
MOL TRUST,FE2,INBOUND,2021-09-10 07:30:00,SCT5,Starboard,2021-09-12 07:30:00,"Hamburg, Germany",C30/D30,2021-08-25 00:00:00,3861,MOL TRUST - C30/D30
MOL TRUST,FE2,ARRIVED,2021-09-24 04:30:00,SCT5,Starboard,2021-09-28 19:30:00,"Hamburg, Germany",C30/D30,2021-09-25 00:00:00,3980,MOL TRUST - C30/D30
MOL TRUST,FE2,INBOUND,2020-10-30 19:30:00,SCT5,Starboard,2020-11-01 19:30:00,"Hamburg, Germany",C37/D37,2020-10-15 00:00:00,2283,MOL TRUST - C37/D37
MOL TRUST,FE2,ARRIVED,2020-11-01 11:45:00,SCT5,Starboard,2020-11-04 02:35:00,"Hamburg, Germany",C37/D37,2020-11-05 00:00:00,776,MOL TRUST - C37/D37
MOL TRUTH,FE2,INBOUND,2021-07-29 19:30:00,SCT5,Starboard,2021-08-31 19:30:00,"Hamburg, Germany",C24/D24,2021-07-15 00:00:00,2041,MOL TRUTH - C24/D24
MOL TRUTH,FE2,ARRIVED,2021-07-30 07:00:00,SCT5,Starboard,2021-08-02 19:30:00,"Hamburg, Germany",C24/D24,2021-07-30 00:00:00,4547,MOL TRUTH - C24/D24
MONTREAL EXPRESS,GEX2,INBOUND,2021-01-19 07:30:00,SCT3,Starboard,2021-01-19 19:30:00,"Antwerpen, Belgium",V02/W02,2021-01-05 00:00:00,68,MONTREAL EXPRESS - V02/W02
MONTREAL EXPRESS,GEX2,ARRIVED,2021-01-21 10:30:00,SCT3,Starboard,2021-01-22 01:05:00,"Antwerpen, Belgium",V02/W02,2021-01-25 00:00:00,3335,MONTREAL EXPRESS - V02/W02
MONTREAL EXPRESS,GEX2,INBOUND,2021-03-16 11:00:00,SCT3,Starboard,2021-03-16 23:59:00,"Antwerpen, Belgium",V10/W10,2021-03-05 00:00:00,187,MONTREAL EXPRESS - V10/W10
MONTREAL EXPRESS,GEX2,ARRIVED,2021-03-19 07:40:00,SCT3,Starboard,2021-03-19 19:31:00,"Antwerpen, Belgium",V10/W10,2021-03-20 00:00:00,2591,MONTREAL EXPRESS - V10/W10
MONTREAL EXPRESS,GEX2,INBOUND,2021-04-13 07:30:00,SCT2,Starboard,2021-04-13 19:30:00,"Antwerpen, Belgium",V14/W14,2021-03-31 00:00:00,4994,MONTREAL EXPRESS - V14/W14
MONTREAL EXPRESS,GEX2,ARRIVED,2021-04-13 06:15:00,SCT2,Starboard,2021-04-13 19:00:00,"Antwerpen, Belgium",V14/W14,2021-04-15 00:00:00,1783,MONTREAL EXPRESS - V14/W14
MONTREAL EXPRESS,GEX2,INBOUND,2021-05-11 07:30:00,SCT3,Starboard,2021-05-11 19:30:00,"Antwerpen, Belgium",V18/W18,2021-04-30 00:00:00,4291,MONTREAL EXPRESS - V18/W18
MONTREAL EXPRESS,GEX2,ARRIVED,2021-05-17 19:35:00,SCT3,Starboard,2021-05-18 18:55:00,"Antwerpen, Belgium",V18/W18,2021-05-20 00:00:00,2741,MONTREAL EXPRESS - V18/W18
MONTREAL EXPRESS,GEX2,INBOUND,2021-06-15 07:30:00,SCT2,Starboard,2021-06-15 19:30:00,"Antwerpen, Belgium",V22/W22,2021-05-30 00:00:00,4402,MONTREAL EXPRESS - V22/W22
MONTREAL EXPRESS,GEX2,ARRIVED,2021-06-15 03:51:00,SCT2,Starboard,2021-06-15 19:30:00,"Antwerpen, Belgium",V22/W22,2021-06-15 00:00:00,1939,MONTREAL EXPRESS - V22/W22
MONTREAL EXPRESS,GEX2,INBOUND,2021-07-13 07:30:00,SCT3,Starboard,2021-07-13 19:30:00,"Antwerpen, Belgium",V27/W27,2021-06-30 00:00:00,4436,MONTREAL EXPRESS - V27/W27
MONTREAL EXPRESS,GEX2,ARRIVED,2021-07-13 07:15:00,SCT3,Starboard,2021-07-13 18:18:00,"Antwerpen, Belgium",V27/W27,2021-07-15 00:00:00,2032,MONTREAL EXPRESS - V27/W27
MONTREAL EXPRESS,GEX2,INBOUND,2020-07-28 07:00:00,SCT3,Starboard,2020-07-28 19:00:00,"Antwerpen, Belgium",V28/W28,2020-07-15 00:00:00,1969,MONTREAL EXPRESS - V28/W28
MONTREAL EXPRESS,GEX2,ARRIVED,2020-07-28 04:45:00,SCT3,Starboard,2020-07-28 22:05:00,"Antwerpen, Belgium",V28/W28,2020-07-30 00:00:00,4478,MONTREAL EXPRESS - V28/W28
MONTREAL EXPRESS,GEX2,INBOUND,2021-08-10 07:30:00,SCT2,Starboard,2021-08-10 19:30:00,"Antwerpen, Belgium",V31/W31,2021-07-25 00:00:00,3721,MONTREAL EXPRESS - V31/W31
MONTREAL EXPRESS,GEX2,ARRIVED,2021-08-11 07:19:00,SCT2,Starboard,2021-08-11 22:00:00,"Antwerpen, Belgium",V31/W31,2021-08-15 00:00:00,2131,MONTREAL EXPRESS - V31/W31
MONTREAL EXPRESS,GEX2,INBOUND,2020-08-25 07:00:00,SCT3,Starboard,2020-08-25 19:00:00,"Antwerpen, Belgium",V32/W32,2020-08-10 00:00:00,1307,MONTREAL EXPRESS - V32/W32
MONTREAL EXPRESS,GEX2,ARRIVED,2020-08-25 06:00:00,SCT3,Starboard,2020-08-25 19:00:00,"Antwerpen, Belgium",V32/W32,2020-08-25 00:00:00,3801,MONTREAL EXPRESS - V32/W32
MONTREAL EXPRESS,GEX2,INBOUND,2020-09-22 07:00:00,SCT3,Starboard,2020-09-22 19:00:00,"Antwerpen, Belgium",V36/W36,2020-09-10 00:00:00,1391,MONTREAL EXPRESS - V36/W36
MONTREAL EXPRESS,GEX2,ARRIVED,2020-09-22 07:00:00,SCT3,Starboard,2020-09-22 19:32:00,"Antwerpen, Belgium",V36/W36,2020-09-25 00:00:00,3931,MONTREAL EXPRESS - V36/W36
MONTREAL EXPRESS,GEX2,INBOUND,2020-10-20 07:00:00,SCT3,Starboard,2020-10-20 19:00:00,"Antwerpen, Belgium",V40/W40,2020-10-05 00:00:00,662,MONTREAL EXPRESS - V40/W40
MONTREAL EXPRESS,GEX2,ARRIVED,2020-10-20 06:30:00,SCT3,Starboard,2020-10-20 19:05:00,"Antwerpen, Belgium",V40/W40,2020-10-25 00:00:00,4009,MONTREAL EXPRESS - V40/W40
MONTREAL EXPRESS,GEX2,INBOUND,2020-11-17 07:00:00,SCT3,Starboard,2020-11-17 19:00:00,"Antwerpen, Belgium",V44/W44,2020-11-05 00:00:00,793,MONTREAL EXPRESS - V44/W44
MONTREAL EXPRESS,GEX2,ARRIVED,2020-11-21 06:45:00,SCT3,Starboard,2020-11-21 19:04:00,"Antwerpen, Belgium",V44/W44,2020-11-25 00:00:00,4103,MONTREAL EXPRESS - V44/W44
MONTREAL EXPRESS,GEX2,INBOUND,2020-12-15 07:00:00,SCT3,Starboard,2020-12-15 19:00:00,"Antwerpen, Belgium",V48/W48,2020-11-15 00:00:00,2365,MONTREAL EXPRESS - V48/W48
MONTREAL EXPRESS,GEX2,ARRIVED,2020-12-19 06:00:00,SCT3,Starboard,2020-12-19 18:54:00,"Antwerpen, Belgium",V48/W48,2020-12-20 00:00:00,3267,MONTREAL EXPRESS - V48/W48
MSC ALBANY,EPIC1,INBOUND,2020-07-06 19:30:00,SCT3,Starboard,2020-07-07 07:30:00,"Rotterdam, Netherlands",R27/S27,2020-07-04 00:00:00,1,MSC ALBANY - R27/S27
MSC ALBANY,EPIC1,ARRIVED,2020-07-06 21:00:00,SCT3,Starboard,2020-07-07 09:33:00,"Rotterdam, Netherlands",R27/S27,2020-07-10 00:00:00,1219,MSC ALBANY - R27/S27
MSC AMALFI,EPIC1,INBOUND,2021-01-11 19:30:00,SCT3,Starboard,2021-01-12 07:30:00,"Rotterdam, Netherlands",R04/S04,2020-12-30 00:00:00,4937,MSC AMALFI - R04/S04
MSC AMALFI,EPIC1,ARRIVED,2021-01-14 21:30:00,SCT3,Starboard,2021-01-15 19:30:00,"Rotterdam, Netherlands",R04/S04,2021-01-15 00:00:00,1669,MSC AMALFI - R04/S04
MSC AMALFI,IPAK,INBOUND,2021-03-08 19:30:00,SCT3,Starboard,2021-03-09 07:30:00,"Rotterdam, Netherlands",R10/S10,2021-02-25 00:00:00,3378,MSC AMALFI - R10/S10
MSC AMALFI,IPAK,ARRIVED,2021-03-09 09:30:00,SCT1,Starboard,2021-03-09 21:10:00,"Rotterdam, Netherlands",R10/S10,2021-03-10 00:00:00,1006,MSC AMALFI - R10/S10
MSC ANTIGUA,IPAK,INBOUND,2021-02-15 19:30:00,SCT3,Starboard,2021-02-16 07:30:00,"Rotterdam, Netherlands",R07/S07,2021-02-05 00:00:00,128,MSC ANTIGUA - R07/S07
MSC ANTIGUA,IPAK,ARRIVED,2021-02-16 00:40:00,SCT3,Starboard,2021-02-16 19:58:00,"Rotterdam, Netherlands",R07/S07,2021-02-20 00:00:00,2561,MSC ANTIGUA - R07/S07
MSC ASYA,EPIC1,INBOUND,2021-01-25 19:30:00,SCT3,Starboard,2021-01-26 07:30:00,"Rotterdam, Netherlands",R03/S03,2021-01-10 00:00:00,891,MSC ASYA - R03/S03
MSC ASYA,EPIC1,ARRIVED,2021-01-27 19:29:00,SCT3,Starboard,2021-01-28 12:15:00,"Rotterdam, Netherlands",R03/S03,2021-01-30 00:00:00,4274,MSC ASYA - R03/S03
MSC ASYA,IPAK,INBOUND,2021-03-22 19:30:00,SCT3,Starboard,2021-03-23 07:30:00,"Rotterdam, Netherlands",R12/S12,2021-03-10 00:00:00,1018,MSC ASYA - R12/S12
MSC ASYA,IPAK,ARRIVED,2021-03-22 22:50:00,SCT3,Starboard,2021-03-23 11:00:00,"Rotterdam, Netherlands",R12/S12,2021-03-25 00:00:00,3453,MSC ASYA - R12/S12
MSC ASYA,IPAK,INBOUND,2021-05-17 19:30:00,SCT2,Starboard,2021-05-18 07:30:00,"Rotterdam, Netherlands",R20/S20,2021-05-05 00:00:00,279,MSC ASYA - R20/S20
MSC ASYA,IPAK,ARRIVED,2021-05-17 21:52:00,SCT2,Starboard,2021-05-18 04:05:00,"Rotterdam, Netherlands",R20/S20,2021-05-20 00:00:00,2742,MSC ASYA - R20/S20
MSC ASYA,EPIC1,INBOUND,2020-08-10 19:30:00,SCT2,Starboard,2020-08-11 07:30:00,"Rotterdam, Netherlands",R32/S32,2020-07-25 00:00:00,3692,MSC ASYA - R32/S32
MSC ASYA,EPIC1,ARRIVED,2020-08-11 05:07:00,SCT3,Starboard,2020-08-11 23:03:00,"Rotterdam, Netherlands",R32/S32,2020-08-15 00:00:00,2073,MSC ASYA - R32/S32
MSC ASYA,EPIC1,INBOUND,2020-11-30 19:00:00,SCT3,Starboard,2020-12-01 07:00:00,"Rotterdam, Netherlands",R48/S48,2020-11-15 00:00:00,2403,MSC ASYA - R48/S48
MSC ASYA,EPIC1,ARRIVED,2020-12-01 17:30:00,SCT3,Starboard,2020-12-03 04:44:00,"Rotterdam, Netherlands",R48/S48,2020-12-05 00:00:00,842,MSC ASYA - R48/S48
MSC BUSAN,IPAK,INBOUND,2021-08-30 19:30:00,SCT3,Starboard,2021-08-31 07:30:00,"Rotterdam, Netherlands",R35/S35,2021-08-15 00:00:00,2137,MSC BUSAN - R35/S35
MSC BUSAN,IPAK,ARRIVED,2021-09-01 06:47:00,SCT3,Starboard,2021-09-01 19:13:00,"Rotterdam, Netherlands",R35/S35,2021-09-05 00:00:00,615,MSC BUSAN - R35/S35
MSC ELLEN,IPAK,INBOUND,2021-09-17 22:00:00,SCT2,Starboard,2021-09-18 11:00:00,"Rotterdam, Netherlands",R37/S37,2021-09-10 00:00:00,1441,MSC ELLEN - R37/S37
MSC ELLEN,IPAK,ARRIVED,2021-09-18 13:00:00,SCT2,Starboard,2021-09-19 10:50:00,"Rotterdam, Netherlands",R37/S37,2021-09-20 00:00:00,3121,MSC ELLEN - R37/S37
MSC ESTHI,IPAK,INBOUND,2021-02-22 19:30:00,SCT3,Starboard,2021-02-23 07:30:00,"Rotterdam, Netherlands",R08/S08,2021-02-10 00:00:00,915,MSC ESTHI - R08/S08
MSC ESTHI,IPAK,ARRIVED,2021-02-23 07:10:00,SCT3,Starboard,2021-02-23 19:50:00,"Rotterdam, Netherlands",R08/S08,2021-02-25 00:00:00,3409,MSC ESTHI - R08/S08
MSC ESTHI,IPAK,INBOUND,2021-04-19 19:30:00,SCT2,Starboard,2021-04-20 07:30:00,"Rotterdam, Netherlands",R16/S16,2021-04-05 00:00:00,232,MSC ESTHI - R16/S16
MSC ESTHI,IPAK,ARRIVED,2021-04-19 21:01:00,SCT3,Portside,2021-04-20 09:01:00,"Rotterdam, Netherlands",R16/S16,2021-04-20 00:00:00,2682,MSC ESTHI - R16/S16
MSC ESTHI,IPAK,INBOUND,2021-06-14 19:30:00,SCT2,Starboard,2021-06-15 07:30:00,"Rotterdam, Netherlands",R24/S24,2021-05-30 00:00:00,4409,MSC ESTHI - R24/S24
MSC ESTHI,IPAK,ARRIVED,2021-06-14 21:15:00,SCT3,Starboard,2021-06-15 07:30:00,"Rotterdam, Netherlands",R24/S24,2021-06-15 00:00:00,1934,MSC ESTHI - R24/S24
MSC ESTHI,EPIC1,INBOUND,2020-07-13 19:30:00,SCT3,Starboard,2020-07-14 07:30:00,"Rotterdam, Netherlands",R28/S28,2020-07-04 00:00:00,15,MSC ESTHI - R28/S28
MSC ESTHI,EPIC1,ARRIVED,2020-07-13 23:30:00,SCT3,Starboard,2020-07-14 15:06:00,"Rotterdam, Netherlands",R28/S28,2020-07-15 00:00:00,1994,MSC ESTHI - R28/S28
MSC ESTHI,IPAK,INBOUND,2021-08-09 19:30:00,SCT3,Starboard,2021-08-10 07:30:00,"Rotterdam, Netherlands",R32/S32,2021-07-25 00:00:00,3738,MSC ESTHI - R32/S32
MSC ESTHI,IPAK,ARRIVED,2021-08-09 22:28:00,SCT2,Starboard,2021-08-10 12:00:00,"Rotterdam, Netherlands",R32/S32,2021-08-10 00:00:00,1360,MSC ESTHI - R32/S32
MSC ESTHI,EPIC1,INBOUND,2020-09-07 19:00:00,SCT2,Starboard,2020-09-08 07:00:00,"Rotterdam, Netherlands",R36/S36,2020-08-25 00:00:00,3810,MSC ESTHI - R36/S36
MSC ESTHI,EPIC1,ARRIVED,2020-09-11 14:05:00,SCT3,Starboard,2020-09-12 07:58:00,"Rotterdam, Netherlands",R36/S36,2020-09-15 00:00:00,2194,MSC ESTHI - R36/S36
MSC ESTHI,EPIC1,INBOUND,2020-11-02 19:00:00,SCT3,Starboard,2020-11-03 07:00:00,"Rotterdam, Netherlands",R44/S44,2020-10-20 00:00:00,3201,MSC ESTHI - R44/S44
MSC ESTHI,EPIC1,ARRIVED,2020-11-02 21:25:00,SCT3,Starboard,2020-11-03 19:23:00,"Rotterdam, Netherlands",R44/S44,2020-11-05 00:00:00,766,MSC ESTHI - R44/S44
MSC ESTHI,EPIC1,INBOUND,2020-12-28 19:00:00,SCT3,Starboard,2020-12-29 07:00:00,"Rotterdam, Netherlands",R52/S52,2020-12-15 00:00:00,2439,MSC ESTHI - R52/S52
MSC ESTHI,EPIC1,ARRIVED,2020-12-28 19:31:00,SCT3,Starboard,2020-12-29 21:55:00,"Rotterdam, Netherlands",R52/S52,2020-12-30 00:00:00,4928,MSC ESTHI - R52/S52
MSC GIULIA,EPIC1,INBOUND,2020-12-21 19:01:00,SCT3,Starboard,2020-12-22 07:00:00,"Rotterdam, Netherlands",R51/S51,2020-12-10 00:00:00,1584,MSC GIULIA - R51/S51
MSC GIULIA,EPIC1,ARRIVED,2020-12-21 17:45:00,SCT3,Starboard,2020-12-22 14:50:00,"Rotterdam, Netherlands",R51/S51,2020-12-25 00:00:00,4166,MSC GIULIA - R51/S51
MSC LISBON,EPIC1,INBOUND,2020-07-27 19:30:00,SCT2,Starboard,2020-07-28 07:30:00,"Rotterdam, Netherlands",R30/S30,2020-07-15 00:00:00,1968,MSC LISBON - R30/S30
MSC LISBON,EPIC1,ARRIVED,2020-07-29 21:45:00,SCT2,Starboard,2020-07-31 00:30:00,"Rotterdam, Netherlands",R30/S30,2020-07-30 00:00:00,4485,MSC LISBON - R30/S30
MSC LISBON,IPAK,INBOUND,2021-08-02 19:30:00,SCT1,Starboard,2021-08-03 07:30:00,"Rotterdam, Netherlands",R31/S31,2021-07-20 00:00:00,2899,MSC LISBON - R31/S31
MSC LISBON,IPAK,ARRIVED,2021-08-02 21:48:00,SCT3,Starboard,2021-08-03 18:20:00,"Rotterdam, Netherlands",R31/S31,2021-08-05 00:00:00,515,MSC LISBON - R31/S31
MSC LISBON,EPIC1,INBOUND,2020-09-21 19:00:00,SCT3,Starboard,2020-09-22 07:00:00,"Rotterdam, Netherlands",R38/S38,2020-09-10 00:00:00,1389,MSC LISBON - R38/S38
MSC LISBON,EPIC1,ARRIVED,2020-09-23 02:19:00,SCT3,Starboard,2020-09-24 04:07:00,"Rotterdam, Netherlands",R38/S38,2020-09-25 00:00:00,3935,MSC LISBON - R38/S38
MSC LISBON,EPIC1,INBOUND,2020-11-16 19:00:00,SCT3,Starboard,2020-11-17 07:00:00,"Rotterdam, Netherlands",R46/S46,2020-11-05 00:00:00,790,MSC LISBON - R46/S46
MSC LISBON,EPIC1,ARRIVED,2020-11-16 18:45:00,SCT3,Starboard,2020-11-17 15:33:00,"Rotterdam, Netherlands",R46/S46,2020-11-20 00:00:00,3232,MSC LISBON - R46/S46
MSC LUCY,EPIC1,INBOUND,2021-02-08 19:30:00,SCT3,Starboard,2021-02-09 07:30:00,"Rotterdam, Netherlands",R06/S06,2021-01-30 00:00:00,4267,MSC LUCY - R06/S06
MSC LUCY,IPAK,ARRIVED,2021-02-09 21:20:00,SCT1,Starboard,2021-02-10 06:14:00,"Rotterdam, Netherlands",R06/S06,2021-02-10 00:00:00,924,MSC LUCY - R06/S06
MSC LUCY,IPAK,INBOUND,2021-03-29 19:30:00,SCT3,Starboard,2021-03-30 07:30:00,"Rotterdam, Netherlands",R13/S13,2021-03-20 00:00:00,2622,MSC LUCY - R13/S13
MSC LUCY,IPAK,ARRIVED,2021-03-31 09:20:00,SCT3,Starboard,2021-04-01 08:00:00,"Rotterdam, Netherlands",R13/S13,2021-04-05 00:00:00,250,MSC LUCY - R13/S13
MSC LUCY,IPAK,INBOUND,2021-05-24 19:30:00,SCT3,Starboard,2021-05-25 07:30:00,"Rotterdam, Netherlands",R21/S21,2021-05-10 00:00:00,1102,MSC LUCY - R21/S21
MSC LUCY,IPAK,ARRIVED,2021-05-24 19:52:00,SCT3,Starboard,2021-05-25 07:02:00,"Rotterdam, Netherlands",R21/S21,2021-05-25 00:00:00,3603,MSC LUCY - R21/S21
MSC LUCY,IPAK,INBOUND,2021-07-26 19:30:00,SCT3,Starboard,2021-07-27 07:30:00,"Rotterdam, Netherlands",R30/S30,2021-07-15 00:00:00,2021,MSC LUCY - R30/S30
MSC LUCY,IPAK,ARRIVED,2021-07-27 04:50:00,SCT5,Starboard,2021-07-27 16:00:00,"Rotterdam, Netherlands",R30/S30,2021-07-30 00:00:00,4543,MSC LUCY - R30/S30
MSC PINA,EPIC1,INBOUND,2021-01-18 19:30:00,SCT3,Starboard,2021-01-19 07:30:00,"Rotterdam, Netherlands",R02/S02,2021-01-05 00:00:00,66,MSC PINA - R02/S02
MSC PINA,EPIC1,ARRIVED,2021-01-19 04:05:00,SCT3,Starboard,2021-01-20 12:00:00,"Rotterdam, Netherlands",R02/S02,2021-01-20 00:00:00,2517,MSC PINA - R02/S02
MSC PINA,IPAK,INBOUND,2021-03-15 19:30:00,SCT3,Starboard,2021-03-16 07:30:00,"Rotterdam, Netherlands",R11/S11,2021-02-28 00:00:00,4194,MSC PINA - R11/S11
MSC PINA,IPAK,ARRIVED,2021-03-16 10:15:00,SCT3,Starboard,2021-03-17 21:57:00,"Rotterdam, Netherlands",R11/S11,2021-03-20 00:00:00,2596,MSC PINA - R11/S11
MSC PINA,IPAK,INBOUND,2021-05-10 19:30:00,SCT2,Starboard,2021-05-11 07:30:00,"Rotterdam, Netherlands",R19/S19,2021-04-25 00:00:00,3542,MSC PINA - R19/S19
MSC PINA,IPAK,ARRIVED,2021-05-11 01:45:00,SCT3,Starboard,2021-05-11 10:17:00,"Rotterdam, Netherlands",R19/S19,2021-05-15 00:00:00,1858,MSC PINA - R19/S19
MSC PINA,EPIC1,INBOUND,2020-08-03 19:30:00,SCT2,Starboard,2020-08-04 07:30:00,"Rotterdam, Netherlands",R31/S31,2020-07-20 00:00:00,2845,MSC PINA - R31/S31
MSC PINA,EPIC1,ARRIVED,2020-08-04 03:30:00,SCT2,Starboard,2020-08-04 22:19:00,"Rotterdam, Netherlands",R31/S31,2020-08-05 00:00:00,446,MSC PINA - R31/S31
MSC PINA,EPIC1,INBOUND,2020-09-28 19:00:00,SCT3,Starboard,2020-09-29 07:00:00,"Rotterdam, Netherlands",R39/S39,2020-09-15 00:00:00,2177,MSC PINA - R39/S39
MSC PINA,EPIC1,ARRIVED,2020-09-28 23:59:00,SCT3,Portside,2020-09-29 17:29:00,"Rotterdam, Netherlands",R39/S39,2020-09-30 00:00:00,4693,MSC PINA - R39/S39
MSC PINA,EPIC1,INBOUND,2020-11-23 19:00:00,SCT3,Starboard,2020-11-24 07:00:00,"Rotterdam, Netherlands",R47/S47,2020-11-10 00:00:00,1551,MSC PINA - R47/S47
MSC PINA,EPIC1,ARRIVED,2020-11-24 00:01:00,SCT3,Starboard,2020-11-24 18:35:00,"Rotterdam, Netherlands",R47/S47,2020-11-25 00:00:00,4107,MSC PINA - R47/S47
MSC ROMA,IPAK,INBOUND,2021-03-01 19:30:00,SCT3,Starboard,2021-03-02 07:30:00,"Rotterdam, Netherlands",R09/S09,2021-02-20 00:00:00,2550,MSC ROMA - R09/S09
MSC ROMA,IPAK,ARRIVED,2021-03-02 21:05:00,SCT3,Starboard,2021-03-03 10:05:00,"Rotterdam, Netherlands",R09/S09,2021-03-05 00:00:00,198,MSC ROMA - R09/S09
MSC ROMA,IPAK,INBOUND,2021-05-03 19:30:00,SCT3,Starboard,2021-05-04 07:30:00,"Rotterdam, Netherlands",R18/S18,2021-04-20 00:00:00,2686,MSC ROMA - R18/S18
MSC ROMA,IPAK,ARRIVED,2021-05-05 00:34:00,SCT2,Starboard,2021-05-05 17:00:00,"Rotterdam, Netherlands",R18/S18,2021-05-05 00:00:00,300,MSC ROMA - R18/S18
MSC STELLA,IPAK,INBOUND,2021-06-21 19:30:00,SCT2,Starboard,2021-06-22 07:30:00,"Rotterdam, Netherlands",R25/S25,2021-06-05 00:00:00,343,MSC STELLA - R25/S25
MSC STELLA,IPAK,ARRIVED,2021-06-21 17:45:00,SCT2,Starboard,2021-06-22 02:00:00,"Rotterdam, Netherlands",R25/S25,2021-06-25 00:00:00,3620,MSC STELLA - R25/S25
MSC TEXAS,IPAK,INBOUND,2021-07-21 07:30:00,SCT3,Starboard,2021-07-21 19:30:00,"Rotterdam, Netherlands",R29/S29,2021-07-10 00:00:00,1262,MSC TEXAS - R29/S29
MSC TEXAS,IPAK,ARRIVED,2021-07-21 18:00:00,SCT3,Starboard,2021-07-22 08:35:00,"Rotterdam, Netherlands",R29/S29,2021-07-25 00:00:00,3722,MSC TEXAS - R29/S29
MSC TEXAS,IPAK,INBOUND,2021-09-22 07:30:00,SCT3,Starboard,2021-09-22 19:30:00,"Rotterdam, Netherlands",R38/S38,2021-09-10 00:00:00,1467,MSC TEXAS - R38/S38
MSC TEXAS,IPAK,ARRIVED,2021-09-25 15:50:00,SCT2,Starboard,2021-09-26 12:15:00,"Rotterdam, Netherlands",R38/S38,2021-09-30 00:00:00,4749,MSC TEXAS - R38/S38
MSC VIRGO,IPAK,INBOUND,2021-06-28 19:30:00,SCT3,Starboard,2021-06-29 07:30:00,"Rotterdam, Netherlands",R26/S26,2021-06-10 00:00:00,1158,MSC VIRGO - R26/S26
MSC VIRGO,IPAK,ARRIVED,2021-07-01 01:07:00,SCT3,Starboard,2021-07-01 15:00:00,"Rotterdam, Netherlands",R26/S26,2021-07-05 00:00:00,399,MSC VIRGO - R26/S26
NAVI BALTIC,RFS4,INBOUND,2020-08-04 19:00:00,SCT4,Starboard,2020-08-05 07:00:00,"Rotterdam, Netherlands",31R/31R,2020-07-20 00:00:00,2829,NAVI BALTIC - 31R/31R
NAVI BALTIC,RFS4,ARRIVED,2020-08-04 21:48:00,SCT4,Starboard,2020-08-05 06:00:00,"Rotterdam, Netherlands",31R/31R,2020-08-05 00:00:00,443,NAVI BALTIC - 31R/31R
NAVI BALTIC,RFS4,INBOUND,2020-08-18 19:00:00,SCT4,Starboard,2020-08-19 07:00:00,"Rotterdam, Netherlands",33R/33R,2020-08-05 00:00:00,481,NAVI BALTIC - 33R/33R
